"CDR_ID","CALLING_MSISDN","CALLED_MSISDN","CALL_START_TIME","CALL_END_TIME","CALL_DURATION_SECONDS","CALL_TYPE","CELL_ID","IMSI","IMEI","CALL_CHARGE"
14862,"+251751209973","+251772269743",08-MAY-23 10.09.56.926110000 AM,08-MAY-23 11.06.50.926110000 AM,3414,"International","CELL0862","IMSI000000237087763","IMEI000000665930383",170.7
14863,"+251751209973","+251726687225",03-JUL-23 02.43.11.282447000 AM,03-JUL-23 02.52.01.282447000 AM,530,"Roaming","CELL0863","IMSI000000409535791","IMEI000000014296055",15.9
14864,"+251751209973","+251776687257",22-MAR-23 06.02.06.319827000 PM,22-MAR-23 06.41.52.319827000 PM,2386,"Local","CELL0864","IMSI000000663569967","IMEI000000062349034",11.93
14865,"+251751209973","+251769082549",24-APR-23 02.01.56.519625000 PM,24-APR-23 02.25.26.519625000 PM,1410,"Local","CELL0865","IMSI000000260081358","IMEI000000593220796",7.05
14866,"+251751209973","+251761437609",22-JUN-23 08.28.45.191186000 PM,22-JUN-23 08.54.59.191186000 PM,1574,"National","CELL0866","IMSI000000499955194","IMEI000000356519666",15.74
14867,"+251751209973","+251749780044",22-MAR-23 08.27.52.172924000 AM,22-MAR-23 09.20.55.172924000 AM,3183,"Local","CELL0867","IMSI000000808074767","IMEI000000205187235",15.92
14868,"+251769181850","+251705327744",10-FEB-23 11.03.01.836397000 AM,10-FEB-23 11.45.31.836397000 AM,2550,"Local","CELL0868","IMSI000000600365587","IMEI000000512118443",12.75
14869,"+251769181850","+251703057685",29-JAN-23 11.36.42.924594000 AM,29-JAN-23 12.33.19.924594000 PM,3397,"Local","CELL0869","IMSI000000725855495","IMEI000000033223903",16.99
14870,"+251769181850","+251724030391",12-JAN-23 10.51.39.330135000 PM,12-JAN-23 11.22.54.330135000 PM,1875,"Roaming","CELL0870","IMSI000000682422882","IMEI000000109172495",56.25
14871,"+251769181850","+251771538376",18-FEB-23 12.44.03.009094000 AM,18-FEB-23 01.33.49.009094000 AM,2986,"Local","CELL0871","IMSI000000400092550","IMEI000000206336359",14.93
14872,"+251769181850","+251792765138",01-MAR-23 10.13.42.495573000 AM,01-MAR-23 10.17.35.495573000 AM,233,"National","CELL0872","IMSI000000632108188","IMEI000000574559232",2.33
14873,"+251769181850","+251769046900",18-JAN-23 05.06.16.222155000 PM,18-JAN-23 05.38.47.222155000 PM,1951,"Roaming","CELL0873","IMSI000000044741219","IMEI000000971774616",58.53
14874,"+251769181850","+251751619811",18-MAR-23 11.52.31.282748000 PM,19-MAR-23 12.12.57.282748000 AM,1226,"National","CELL0874","IMSI000000673406228","IMEI000000924019553",12.26
14875,"+251769181850","+251759809765",17-APR-23 01.40.02.505000000 PM,17-APR-23 02.15.53.505000000 PM,2151,"Local","CELL0875","IMSI000000739353003","IMEI000000907578033",10.76
14876,"+251769181850","+251782010848",07-APR-23 12.12.37.864906000 PM,07-APR-23 12.26.16.864906000 PM,819,"Roaming","CELL0876","IMSI000000088679371","IMEI000000453243451",24.57
14877,"+251769181850","+251739544725",25-MAR-23 03.55.32.438262000 AM,25-MAR-23 04.09.21.438262000 AM,829,"Local","CELL0877","IMSI000000349393484","IMEI000000663589892",4.15
14878,"+251776687257","+251717057144",23-AUG-24 04.08.36.026619000 PM,23-AUG-24 04.09.42.026619000 PM,66,"National","CELL0878","IMSI000000881797992","IMEI000000646371234",0.66
14879,"+251776687257","+251759305766",21-SEP-24 04.55.12.812261000 PM,21-SEP-24 05.08.35.812261000 PM,803,"National","CELL0879","IMSI000000280095982","IMEI000000170466938",8.03
14880,"+251776687257","+2517954606.6",01-NOV-24 05.25.30.137923000 PM,01-NOV-24 05.48.44.137923000 PM,1394,"International","CELL0880","IMSI000000033080402","IMEI000000324043418",69.7
14881,"+251776687257","+251783552662",10-DEC-24 06.02.26.989214000 AM,10-DEC-24 06.57.09.989214000 AM,3283,"Local","CELL0881","IMSI000000930226640","IMEI000000120932153",16.42
14882,"+251776687257","+251713456789",19-OCT-24 07.22.37.808909000 PM,19-OCT-24 07.54.37.808909000 PM,1920,"National","CELL0882","IMSI000000495397653","IMEI000000637122826",19.2
14883,"+251776687257","+251771403235",08-NOV-24 08.23.47.013476000 PM,08-NOV-24 09.17.54.013476000 PM,3247,"Roaming","CELL0883","IMSI000000210560192","IMEI000000550742758",97.41
14884,"+251776687257","+251787725919",29-NOV-24 04.36.25.580243000 PM,29-NOV-24 04.51.21.580243000 PM,896,"Local","CELL0884","IMSI000000419913290","IMEI000000305309046",4.48
14885,"+251776687257","+251782612064",02-DEC-24 05.27.42.925732000 PM,02-DEC-24 05.29.13.925732000 PM,91,"International","CELL0885","IMSI000000000621174","IMEI000000310480239",4.55
14886,"+25178701595.","+251758038637",22-AUG-23 01.53.20.523214000 AM,22-AUG-23 01.54.45.523214000 AM,85,"National","CELL0886","IMSI000000149227822","IMEI000000723522596",0.85
14887,"+25178701595.","+25170340470.",26-MAY-23 03.35.00.477940000 AM,26-MAY-23 03.37.18.477940000 AM,138,"Local","CELL0887","IMSI000000413299305","IMEI000000166637223",0.69
14888,"+25178701595.","+251773520662",17-JUN-23 09.59.44.623230000 PM,17-JUN-23 10.27.50.623230000 PM,1686,"International","CELL0888","IMSI000000524127580","IMEI000000773916196",84.3
14889,"+25178701595.","+251749412737",31-MAY-23 02.17.24.811205000 PM,31-MAY-23 02.26.06.811205000 PM,522,"Local","CELL0889","IMSI000000574944417","IMEI000000228262054",2.61
14890,"+25178701595.","+251775876352",17-JUL-23 09.12.17.994998000 PM,17-JUL-23 09.50.27.994998000 PM,2290,"Local","CELL0890","IMSI000000844666172","IMEI000000020657719",11.45
14891,"+25178701595.","+251715595216",01-JUN-23 07.19.33.620096000 PM,01-JUN-23 07.42.11.620096000 PM,1358,"Roaming","CELL0891","IMSI000000208673061","IMEI000000458530486",40.74
14892,"+25178701595.","+251751207253",09-AUG-23 06.03.19.088190000 AM,09-AUG-23 06.50.51.088190000 AM,2852,"National","CELL0892","IMSI000000135612564","IMEI000000529587257",28.52
14893,"+25178701595.","+251717354730",27-JUL-23 06.00.19.359091000 AM,27-JUL-23 06.21.03.359091000 AM,1244,"National","CELL0893","IMSI000000822687583","IMEI000000775073288",12.44
14894,"+25178701595.","+251704709271",03-AUG-23 11.36.01.382455000 AM,03-AUG-23 12.35.34.382455000 PM,3573,"Roaming","CELL0894","IMSI000000328400934","IMEI000000885272389",107.19
14895,"+25178701595.","+25174238333.",02-MAY-23 10.00.15.303958000 AM,02-MAY-23 10.28.56.303958000 AM,1721,"National","CELL0895","IMSI000000016471323","IMEI000000030031121",17.21
14896,"+25178701595.","+251797869924",24-MAY-23 08.35.15.250440000 AM,24-MAY-23 09.10.44.250440000 AM,2129,"National","CELL0896","IMSI000000583501430","IMEI000000200502262",21.29
14897,"+25178701595.","+251748104023",08-JUL-23 06.25.59.078051000 PM,08-JUL-23 06.46.53.078051000 PM,1254,"Local","CELL0897","IMSI000000017497186","IMEI000000542772674",6.27
14898,"+25178701595.","+251725387753",07-JUL-23 06.33.11.824502000 PM,07-JUL-23 07.03.59.824502000 PM,1848,"Roaming","CELL0898","IMSI000000116276315","IMEI000000096708473",55.44
14899,"+251793893289","+251796635019",10-OCT-25 06.53.04.628123000 PM,10-OCT-25 07.28.19.628123000 PM,2115,"National","CELL0899","IMSI000000106937319","IMEI000000270965193",21.15
14900,"+251793893289","+251738380899",15-DEC-25 09.09.35.009069000 PM,15-DEC-25 09.40.26.009069000 PM,1851,"National","CELL0900","IMSI000000849192993","IMEI000000250340529",18.51
14901,"+251793893289","+251746606296",31-DEC-25 04.51.32.089035000 AM,31-DEC-25 05.18.03.089035000 AM,1591,"Local","CELL0901","IMSI000000298871970","IMEI000000886586071",7.96
14902,"+251793893289","+251739061896",08-OCT-25 12.45.15.653532000 AM,08-OCT-25 01.35.55.653532000 AM,3040,"Local","CELL0902","IMSI000000580458905","IMEI000000878780714",15.2
14903,"+251793893289","+251706795440",10-DEC-25 05.26.17.081583000 AM,10-DEC-25 06.03.33.081583000 AM,2236,"Local","CELL0903","IMSI000000778959451","IMEI000000614558392",11.18
14904,"+251793893289","+251715023746",10-JAN-26 10.59.31.957522000 PM,10-JAN-26 11.58.12.957522000 PM,3521,"National","CELL0904","IMSI000000617144842","IMEI000000917908840",35.21
14905,"+251793893289","+251712172100",04-OCT-25 03.42.16.070972000 PM,04-OCT-25 03.45.38.070972000 PM,202,"Local","CELL0905","IMSI000000311540263","IMEI000000720675731",1.01
14906,"+251793893289","+251749376129",25-DEC-25 02.57.13.525133000 PM,25-DEC-25 03.21.04.525133000 PM,1431,"Local","CELL0906","IMSI000000881041389","IMEI000000278518699",7.16
14907,"+251793893289","+251704066835",07-NOV-25 03.39.29.082090000 AM,07-NOV-25 03.53.46.082090000 AM,857,"National","CELL0907","IMSI000000996033769","IMEI000000134338810",8.57
14908,"+251793893289","+251744996413",04-DEC-25 04.20.32.496830000 PM,04-DEC-25 05.01.46.496830000 PM,2474,"Local","CELL0908","IMSI000000037767092","IMEI000000727169381",12.37
14909,"+251793893289","+251715464806",19-DEC-25 03.32.43.912839000 AM,19-DEC-25 04.03.52.912839000 AM,1869,"Roaming","CELL0909","IMSI000000316688350","IMEI000000687941856",56.07
14910,"+251793893289","+251759074146",26-JAN-26 09.37.18.983653000 PM,26-JAN-26 10.31.12.983653000 PM,3234,"Local","CELL0910","IMSI000000369189574","IMEI000000769254075",16.17
14911,"+251793893289","+251796160299",09-OCT-25 07.28.29.901927000 PM,09-OCT-25 08.23.57.901927000 PM,3328,"Local","CELL0911","IMSI000000664404881","IMEI000000783448349",16.64
14912,"+251793893289","+251748287877",25-OCT-25 08.59.03.252211000 PM,25-OCT-25 09.30.08.252211000 PM,1865,"International","CELL0912","IMSI000000734118101","IMEI000000871779635",93.25
14913,"+251739101740","+251759903302",07-JAN-23 09.13.49.210655000 AM,07-JAN-23 10.03.02.210655000 AM,2953,"International","CELL0913","IMSI000000014970511","IMEI000000345235796",147.65
14914,"+251739101740","+251734853233",16-JAN-23 07.15.52.878953000 AM,16-JAN-23 07.52.54.878953000 AM,2222,"National","CELL0914","IMSI000000582873954","IMEI000000841110699",22.22
14915,"+251739101740","+251775926238",19-JAN-23 11.30.55.010508000 PM,19-JAN-23 11.34.38.010508000 PM,223,"National","CELL0915","IMSI000000576869319","IMEI000000807277292",2.23
14916,"+251739101740","+251723152829",24-NOV-22 03.38.52.798774000 PM,24-NOV-22 03.43.06.798774000 PM,254,"Local","CELL0916","IMSI000000569711316","IMEI000000731516862",1.27
14917,"+251739101740","+251759173144",02-FEB-23 10.00.42.885407000 PM,02-FEB-23 10.03.28.885407000 PM,166,"Roaming","CELL0917","IMSI000000680554455","IMEI000000083809355",4.98
14918,"+251739101740","+251722703195",17-JAN-23 10.08.17.859032000 AM,17-JAN-23 10.49.01.859032000 AM,2444,"International","CELL0918","IMSI000000367462994","IMEI000000915252471",122.2
14919,"+251739101740","+251745084129",07-DEC-22 01.55.31.272928000 AM,07-DEC-22 02.38.32.272928000 AM,2581,"Roaming","CELL0919","IMSI000000635517439","IMEI000000736793378",77.43
14920,"+251739101740","+251789095653",10-JAN-23 06.26.45.888143000 PM,10-JAN-23 06.32.18.888143000 PM,333,"National","CELL0920","IMSI000000498166092","IMEI000000461555087",3.33
14921,"+251739101740","+251745463269",10-DEC-22 08.47.14.445052000 PM,10-DEC-22 08.52.25.445052000 PM,311,"National","CELL0921","IMSI000000023810074","IMEI000000432247357",3.11
14922,"+251739101740","+251751728818",22-NOV-22 05.53.30.705983000 PM,22-NOV-22 06.35.42.705983000 PM,2532,"Roaming","CELL0922","IMSI000000675060913","IMEI000000092971909",75.96
14923,"+251739101740","+251783837597",22-JAN-23 03.59.25.839922000 AM,22-JAN-23 04.12.36.839922000 AM,791,"National","CELL0923","IMSI000000630835146","IMEI000000121827727",7.91
14924,"+251743067574","+251760519094",15-SEP-25 08.09.52.185704000 PM,15-SEP-25 08.31.17.185704000 PM,1285,"Roaming","CELL0924","IMSI000000616719492","IMEI000000293809078",38.55
14925,"+251743067574","+251763635435",20-NOV-25 04.09.11.770173000 AM,20-NOV-25 04.23.32.770173000 AM,861,"Local","CELL0925","IMSI000000502299264","IMEI000000602673730",4.31
14926,"+251743067574","+251758348839",02-OCT-25 07.17.06.934351000 AM,02-OCT-25 07.34.28.934351000 AM,1042,"National","CELL0926","IMSI000000011342859","IMEI000000587075630",10.42
14927,"+251743067574","+251782234627",25-SEP-25 07.15.13.095160000 AM,25-SEP-25 07.36.09.095160000 AM,1256,"National","CELL0927","IMSI000000312406699","IMEI000000527156019",12.56
14928,"+251743067574","+251775117184",01-SEP-25 06.49.34.471036000 PM,01-SEP-25 07.42.31.471036000 PM,3177,"Local","CELL0928","IMSI000000788562532","IMEI000000937779194",15.89
14929,"+251743067574","+251761818968",11-OCT-25 04.32.02.702446000 PM,11-OCT-25 05.14.30.702446000 PM,2548,"National","CELL0929","IMSI000000336094431","IMEI000000486977703",25.48
14930,"+251743067574","+251746325478",26-SEP-25 02.22.03.578663000 AM,26-SEP-25 02.30.49.578663000 AM,526,"Local","CELL0930","IMSI000000581149562","IMEI000000880579564",2.63
14931,"+251743067574","+25171176505.",20-OCT-25 01.46.48.892016000 PM,20-OCT-25 01.58.03.892016000 PM,675,"Local","CELL0931","IMSI000000062443718","IMEI000000846164617",3.38
14932,"+251743067574","+251755827570",03-DEC-25 03.16.53.301241000 PM,03-DEC-25 03.53.30.301241000 PM,2197,"Roaming","CELL0932","IMSI000000972230789","IMEI000000809178231",65.91
14933,"+251743067574","+251759550173",26-AUG-25 04.26.53.765778000 AM,26-AUG-25 04.35.06.765778000 AM,493,"International","CELL0933","IMSI000000411709618","IMEI000000288158006",24.65
14934,"+251743067574","+25173431130.",25-SEP-25 08.28.44.927002000 PM,25-SEP-25 08.45.05.927002000 PM,981,"Local","CELL0934","IMSI000000926762207","IMEI000000951847766",4.91
14935,"+251757945111","+251739262606",13-JUL-24 08.37.21.086289000 PM,13-JUL-24 09.23.42.086289000 PM,2781,"Roaming","CELL0935","IMSI000000872969772","IMEI000000238823604",83.43
14936,"+251757945111","+251767926938",16-JUN-24 08.45.15.762866000 PM,16-JUN-24 09.19.04.762866000 PM,2029,"Local","CELL0936","IMSI000000546741450","IMEI000000154934242",10.15
14937,"+251757945111","+251707045834",08-MAY-24 06.22.10.156328000 AM,08-MAY-24 07.03.03.156328000 AM,2453,"International","CELL0937","IMSI000000745746532","IMEI000000842919429",122.65
14938,"+251757945111","+251788090166",07-JUN-24 04.18.44.743852000 PM,07-JUN-24 05.15.54.743852000 PM,3430,"Local","CELL0938","IMSI000000553330261","IMEI000000066875462",17.15
14939,"+251757945111","+251733438280",01-JUN-24 09.58.41.439885000 PM,01-JUN-24 10.10.09.439885000 PM,688,"Local","CELL0939","IMSI000000610954467","IMEI000000058800499",3.44
14940,"+251757945111","+251758473180",09-APR-24 10.57.09.297056000 AM,09-APR-24 11.13.22.297056000 AM,973,"Local","CELL0940","IMSI000000199379417","IMEI000000674308092",4.87
14941,"+251757945111","+25174329521.",31-MAY-24 11.40.29.248202000 AM,31-MAY-24 12.13.04.248202000 PM,1955,"Local","CELL0941","IMSI000000132744332","IMEI000000993015052",9.78
14942,"+251757945111","+251744738707",26-APR-24 04.55.29.960044000 PM,26-APR-24 05.33.58.960044000 PM,2309,"Roaming","CELL0942","IMSI000000835731061","IMEI000000499561245",69.27
14943,"+251768151172","+251776250472",06-NOV-24 02.53.21.285582000 PM,06-NOV-24 03.43.22.285582000 PM,3001,"Local","CELL0943","IMSI000000913817135","IMEI000000075959411",15.01
14944,"+251768151172","+251742957849",25-AUG-24 03.08.20.105532000 PM,25-AUG-24 03.38.34.105532000 PM,1814,"Local","CELL0944","IMSI000000028638173","IMEI000000319923990",9.07
14945,"+251768151172","+251735316636",01-OCT-24 07.55.11.498278000 AM,01-OCT-24 08.25.58.498278000 AM,1847,"National","CELL0945","IMSI000000957160546","IMEI000000534148141",18.47
14946,"+251768151172","+251736867701",12-SEP-24 03.55.02.644809000 PM,12-SEP-24 04.21.56.644809000 PM,1614,"National","CELL0946","IMSI000000748462565","IMEI000000554925499",16.14
14947,"+251768151172","+25178494803.",07-OCT-24 05.04.02.581254000 PM,07-OCT-24 05.46.53.581254000 PM,2571,"Roaming","CELL0947","IMSI000000664362170","IMEI000000443860812",77.13
14948,"+251768151172","+251765708820",20-NOV-24 12.08.15.769910000 PM,20-NOV-24 01.05.51.769910000 PM,3456,"Roaming","CELL0948","IMSI000000165935688","IMEI000000051446558",103.68
14949,"+251775712719","+251781905410",18-APR-24 08.26.06.574559000 AM,18-APR-24 08.30.26.574559000 AM,260,"Roaming","CELL0949","IMSI000000276563626","IMEI000000370508248",7.8
14950,"+251775712719","+251725850989",13-MAY-24 03.04.29.087272000 AM,13-MAY-24 03.23.06.087272000 AM,1117,"Local","CELL0950","IMSI000000429608161","IMEI000000113021475",5.59
14951,"+251775712719","+251712144983",07-MAY-24 05.46.25.516219000 PM,07-MAY-24 06.26.05.516219000 PM,2380,"National","CELL0951","IMSI000000947560703","IMEI000000630555192",23.8
14952,"+251775712719","+251773037222",28-APR-24 01.08.39.003689000 PM,28-APR-24 01.57.14.003689000 PM,2915,"National","CELL0952","IMSI000000835150659","IMEI000000479739791",29.15
14953,"+251775712719","+251754293441",05-MAY-24 08.06.21.611568000 AM,05-MAY-24 08.23.24.611568000 AM,1023,"National","CELL0953","IMSI000000289675009","IMEI000000512892945",10.23
14954,"+251775712719","+251753461220",29-APR-24 06.43.55.234049000 AM,29-APR-24 07.17.51.234049000 AM,2036,"National","CELL0954","IMSI000000818327755","IMEI000000113349839",20.36
14955,"+251775712719","+251729848446",24-MAR-24 05.05.41.918610000 AM,24-MAR-24 05.18.41.918610000 AM,780,"Roaming","CELL0955","IMSI000000405000314","IMEI000000888008852",23.4
14956,"+251775712719","+251715820870",12-MAY-24 05.59.34.647295000 PM,12-MAY-24 06.13.39.647295000 PM,845,"Roaming","CELL0956","IMSI000000697848880","IMEI000000298821896",25.35
14957,"+251781567194","+251749516822",02-FEB-23 11.06.16.741101000 PM,02-FEB-23 11.17.39.741101000 PM,683,"Local","CELL0957","IMSI000000228494335","IMEI000000454313956",3.42
14958,"+251781567194","+251714165803",24-JAN-23 11.53.16.422554000 AM,24-JAN-23 12.37.29.422554000 PM,2653,"International","CELL0958","IMSI000000106088644","IMEI000000579285680",132.65
14959,"+251781567194","+251724717461",12-JAN-23 01.51.39.967788000 AM,12-JAN-23 02.12.54.967788000 AM,1275,"Local","CELL0959","IMSI000000265361313","IMEI000000601306698",6.38
14960,"+251781567194","+251799378190",14-DEC-22 07.19.54.769845000 PM,14-DEC-22 08.16.14.769845000 PM,3380,"National","CELL0960","IMSI000000585868343","IMEI000000987334072",33.8
14961,"+251781567194","+251799306967",21-JAN-23 05.46.54.870841000 AM,21-JAN-23 06.23.01.870841000 AM,2167,"Local","CELL0961","IMSI000000032129999","IMEI000000680278053",10.84
14962,"+251781567194","+251742222202",24-NOV-22 07.18.35.992518000 PM,24-NOV-22 07.36.23.992518000 PM,1068,"National","CELL0962","IMSI000000545429608","IMEI000000986768445",10.68
14963,"+251781567194","+251775628492",31-JAN-23 05.21.44.163842000 AM,31-JAN-23 05.47.35.163842000 AM,1551,"National","CELL0963","IMSI000000723077378","IMEI000000661874240",15.51
14964,"+251798942836","+251737494554",13-DEC-24 07.10.11.268660000 AM,13-DEC-24 07.18.38.268660000 AM,507,"National","CELL0964","IMSI000000846998917","IMEI000000752011226",5.07
14965,"+251798942836","+251783266625",23-JAN-25 10.48.12.163071000 AM,23-JAN-25 11.36.14.163071000 AM,2882,"National","CELL0965","IMSI000000936874535","IMEI000000081615841",28.82
14966,"+251798942836","+251707860324",26-DEC-24 05.15.18.814333000 AM,26-DEC-24 06.11.13.814333000 AM,3355,"Local","CELL0966","IMSI000000063030894","IMEI000000425130333",16.78
14967,"+251798942836","+251751512739",14-OCT-24 09.58.44.300074000 AM,14-OCT-24 10.43.04.300074000 AM,2660,"Roaming","CELL0967","IMSI000000510483404","IMEI000000224395680",79.8
14968,"+251798942836","+251753618467",03-OCT-24 03.30.53.395874000 AM,03-OCT-24 04.21.53.395874000 AM,3060,"National","CELL0968","IMSI000000691232021","IMEI000000725416372",30.6
14969,"+251798942836","+251772878150",05-OCT-24 06.03.29.355683000 PM,05-OCT-24 06.48.07.355683000 PM,2678,"National","CELL0969","IMSI000000024709748","IMEI000000774248439",26.78
14970,"+251798942836","+251767856688",30-OCT-24 11.30.41.785014000 PM,30-OCT-24 11.52.21.785014000 PM,1300,"Local","CELL0970","IMSI000000782149308","IMEI000000262641230",6.5
14971,"+251798942836","+251770414408",30-DEC-24 03.20.06.774862000 PM,30-DEC-24 04.04.13.774862000 PM,2647,"Local","CELL0971","IMSI000000130384084","IMEI000000413747483",13.24
14972,"+251798942836","+251718608006",23-DEC-24 09.44.12.904689000 PM,23-DEC-24 10.41.42.904689000 PM,3450,"National","CELL0972","IMSI000000919082046","IMEI000000421829799",34.5
14973,"+251798942836","+251758202826",23-OCT-24 01.03.09.930596000 AM,23-OCT-24 01.51.57.930596000 AM,2928,"International","CELL0973","IMSI000000092350861","IMEI000000335602204",146.4
14974,"+251798942836","+251759867468",02-JAN-25 11.57.24.659002000 AM,02-JAN-25 12.12.59.659002000 PM,935,"Local","CELL0974","IMSI000000971231901","IMEI000000604801126",4.68
14975,"+251798942836","+251713288209",01-OCT-24 09.25.38.926253000 AM,01-OCT-24 09.58.12.926253000 AM,1954,"International","CELL0975","IMSI000000175066654","IMEI000000878631075",97.7
14976,"+251798942836","+251741615043",20-OCT-24 11.06.57.875815000 PM,20-OCT-24 11.09.37.875815000 PM,160,"Roaming","CELL0976","IMSI000000978879987","IMEI000000620804416",4.8
14977,"+251798942836","+251719429079",01-OCT-24 01.14.28.136466000 PM,01-OCT-24 02.04.41.136466000 PM,3013,"National","CELL0977","IMSI000000231878603","IMEI000000068672712",30.13
14978,"+251708084387","+251732449236",06-OCT-23 10.50.13.201818000 PM,06-OCT-23 11.35.31.201818000 PM,2718,"Local","CELL0978","IMSI000000619717653","IMEI000000713172670",13.59
14979,"+251708084387","+251747879853",23-SEP-23 11.24.32.193702000 PM,23-SEP-23 11.47.51.193702000 PM,1399,"Local","CELL0979","IMSI000000805478423","IMEI000000063519014",7
14980,"+251708084387","+251783790735",25-DEC-23 05.44.59.147002000 AM,25-DEC-23 06.35.25.147002000 AM,3026,"International","CELL0980","IMSI000000689956116","IMEI000000419138872",151.3
14981,"+251708084387","+251731594587",14-SEP-23 03.36.31.981386000 AM,14-SEP-23 04.13.11.981386000 AM,2200,"National","CELL0981","IMSI000000689867529","IMEI000000267274075",22
14982,"+251708084387","+251795603437",13-OCT-23 03.27.34.547859000 AM,13-OCT-23 04.13.05.547859000 AM,2731,"National","CELL0982","IMSI000000884057042","IMEI000000034254426",27.31
14983,"+251708084387","+251799722225",25-SEP-23 07.00.40.398710000 PM,25-SEP-23 07.33.48.398710000 PM,1988,"Local","CELL0983","IMSI000000272916479","IMEI000000350557715",9.94
14984,"+251708084387","+25170224381.",06-DEC-23 11.09.04.905925000 PM,07-DEC-23 12.08.11.905925000 AM,3547,"Local","CELL0984","IMSI000000848012727","IMEI000000663618831",17.74
14985,"+251708084387","+251796487647",06-DEC-23 01.23.52.758890000 PM,06-DEC-23 02.03.43.758890000 PM,2391,"Roaming","CELL0985","IMSI000000470071873","IMEI000000863411667",71.73
14986,"+251708084387","+251717853454",10-DEC-23 02.55.41.713881000 PM,10-DEC-23 03.14.55.713881000 PM,1154,"International","CELL0986","IMSI000000002648326","IMEI000000737576810",57.7
14987,"+251708084387","+251753496020",29-SEP-23 02.37.15.340767000 PM,29-SEP-23 02.48.03.340767000 PM,648,"Local","CELL0987","IMSI000000460935345","IMEI000000117716378",3.24
14988,"+251708084387","+251781506921",16-SEP-23 02.18.18.400379000 AM,16-SEP-23 02.28.21.400379000 AM,603,"Roaming","CELL0988","IMSI000000646652778","IMEI000000056667184",18.09
14989,"+251708084387","+251743131945",05-SEP-23 01.42.20.023794000 AM,05-SEP-23 02.26.45.023794000 AM,2665,"National","CELL0989","IMSI000000877322256","IMEI000000620024549",26.65
14990,"+251708084387","+251749534162",18-SEP-23 10.46.24.003672000 PM,18-SEP-23 11.31.05.003672000 PM,2681,"Roaming","CELL0990","IMSI000000478143444","IMEI000000635629741",80.43
14991,"+251708084387","+251772391057",03-DEC-23 07.49.37.912679000 AM,03-DEC-23 08.36.08.912679000 AM,2791,"Local","CELL0991","IMSI000000096915418","IMEI000000044859849",13.96
14992,"+251708084387","+251796349311",25-NOV-23 07.21.46.165722000 AM,25-NOV-23 08.12.41.165722000 AM,3055,"Local","CELL0992","IMSI000000675636301","IMEI000000759077319",15.28
14993,"+251718339669","+251723761809",25-NOV-23 09.20.47.318142000 PM,25-NOV-23 09.22.44.318142000 PM,117,"Local","CELL0993","IMSI000000550957997","IMEI000000531298741",0.59
14994,"+251718339669","+251779379194",30-DEC-23 02.12.11.287700000 AM,30-DEC-23 02.22.47.287700000 AM,636,"Local","CELL0994","IMSI000000093028895","IMEI000000400269161",3.18
14995,"+251718339669","+251792311218",16-JAN-24 12.50.36.808864000 AM,16-JAN-24 01.29.16.808864000 AM,2320,"Local","CELL0995","IMSI000000553625119","IMEI000000787439489",11.6
14996,"+251718339669","+251775349463",18-FEB-24 06.46.14.184264000 AM,18-FEB-24 07.29.00.184264000 AM,2566,"Local","CELL0996","IMSI000000071425367","IMEI000000676346625",12.83
14997,"+251718339669","+251732250246",31-JAN-24 05.55.59.367591000 AM,31-JAN-24 06.11.54.367591000 AM,955,"National","CELL0997","IMSI000000686130708","IMEI000000795591488",9.55
14998,"+251718339669","+251778762881",25-DEC-23 07.13.50.317159000 AM,25-DEC-23 07.53.51.317159000 AM,2401,"Local","CELL0998","IMSI000000524044532","IMEI000000616352820",12.01
14999,"+251718339669","+251735668183",01-DEC-23 09.07.01.396206000 AM,01-DEC-23 09.13.24.396206000 AM,383,"Roaming","CELL0999","IMSI000000450157636","IMEI000000170030949",11.49
15000,"+251718339669","+251711442708",22-DEC-23 03.19.43.082563000 PM,22-DEC-23 04.13.04.082563000 PM,3201,"Local","CELL0000","IMSI000000924631960","IMEI000000880799644",16.01
15001,"+251718339669","+251756400878",25-JAN-24 09.04.25.309008000 PM,25-JAN-24 09.31.13.309008000 PM,1608,"Roaming","CELL0001","IMSI000000173564215","IMEI000000610304291",48.24
15002,"+25172814662.","+251725571163",17-MAR-25 03.22.55.670606000 PM,17-MAR-25 04.05.23.670606000 PM,2548,"National","CELL0002","IMSI000000097601081","IMEI000000939803755",25.48
15003,"+25172814662.","+251738131530",01-FEB-25 07.46.58.091828000 AM,01-FEB-25 08.44.27.091828000 AM,3449,"Roaming","CELL0003","IMSI000000048407061","IMEI000000019192184",103.47
15004,"+25172814662.","+251709934983",28-DEC-24 09.20.32.092102000 PM,28-DEC-24 09.43.05.092102000 PM,1353,"Local","CELL0004","IMSI000000396936099","IMEI000000113093183",6.77
15005,"+25172814662.","+251709452312",17-APR-25 09.03.07.208202000 AM,17-APR-25 09.51.40.208202000 AM,2913,"Local","CELL0005","IMSI000000794721329","IMEI000000306601996",14.57
15006,"+25172814662.","+251756762583",10-FEB-25 05.24.37.294489000 PM,10-FEB-25 06.18.07.294489000 PM,3210,"Roaming","CELL0006","IMSI000000621010651","IMEI000000792995306",96.3
15007,"+25172814662.","+251713456789",04-FEB-25 12.53.39.154328000 AM,04-FEB-25 01.40.45.154328000 AM,2826,"Local","CELL0007","IMSI000000854340391","IMEI000000647735890",14.13
