TRANSACTION_ID,MSISDN,TRANSACTION_TYPE,TRANSACTION_AMOUNT,TRANSACTION_DATE,PAYMENT_METHOD,BALANCE_BEFORE,BALANCE_AFTER
42712,2.51761E+11,Top-up,429.04,8-Feb-23,Bank Transfer,1971.4,2400.44
42713,2.51761E+11,Top-up,69.61,11-Feb-23,Cash,2400.44,2470.05
42714,2.51761E+11,Top-up,246.2,1-Aug-24,Cash,2470.05,2716.25
42715,2.51761E+11,Top-up,111.85,18-May-25,Bank Transfer,2716.25,2828.1
42716,2.51761E+11,Top-up,162.81,17-Nov-23,M-PESA,2828.1,2990.91
42717,2.51761E+11,Top-up,12.28,27-Dec-24,Cash,2990.91,3003.19
42718,2.51761E+11,Top-up,483.41,5-Dec-24,Bank Transfer,3003.19,3486.6
42719,2.51761E+11,Top-up,299.55,26-Jan-24,Cash,3486.6,3786.15
42720,2.51761E+11,Top-up,230.64,20-Dec-23,Cash,3786.15,4016.79
42721,2.51761E+11,Top-up,112.66,6-Apr-24,Bank Transfer,4016.79,4129.45
42722,2.51761E+11,Top-up,12.28,30-Oct-23,Cash,4129.45,4141.73
42723,2.51761E+11,Top-up,408.42,25-Jan-24,Bank Transfer,4141.73,4550.15
42724,2.51761E+11,Top-up,275.41,5-Jul-25,Cash,4550.15,4825.56
42725,2.51761E+11,Top-up,496.92,27-Oct-23,Cash,4825.56,5322.48
42726,2.51761E+11,Refund,36.43,14-Dec-24,Cash,5322.48,5358.91
42727,2.51761E+11,Top-up,404.85,19-Mar-25,Cash,5358.91,5763.76
42728,2.51761E+11,Top-up,91.54,17-Nov-25,M-PESA,5763.76,5855.3
42729,2.51761E+11,Adjustment,82.05,26-Apr-24,Cash,5855.3,5937.35
42730,2.51761E+11,Payment,82.78,3-Sep-23,M-PESA,5937.35,5854.57
42731,2.51761E+11,Top-up,258.82,10-May-24,Bank Transfer,5854.57,6113.39
42732,2.51761E+11,Adjustment,34.04,1-Nov-24,Cash,6113.39,6147.43
42733,2.51761E+11,Top-up,489.15,29-Sep-25,Bank Transfer,6147.43,6636.58
42734,2.51761E+11,Top-up,104.78,22-Sep-23,Cash,6636.58,6741.36
42735,2.51761E+11,Top-up,459.27,25-Feb-23,M-PESA,6741.36,7200.63
42736,2.51761E+11,Top-up,336.95,27-Jul-24,Cash,7200.63,7537.58
42737,2.51761E+11,Top-up,61.82,1-Mar-24,M-PESA,7537.58,7599.4
42738,2.51761E+11,Top-up,41.87,21-Dec-25,Cash,7599.4,7641.27
42739,2517736050,Top-up,155.63,5-Dec-25,Bank Transfer,231.65,387.28
42740,2517736050,Top-up,39.5,13-May-25,Cash,387.28,426.78
42741,2517736050,Top-up,348.11,2-Jul-23,M-PESA,426.78,774.89
42742,2517736050,Adjustment,13.05,22-Apr-24,Bank Transfer,774.89,787.94
42743,2517736050,Top-up,159.81,9-Feb-24,Cash,787.94,947.75
42744,2517736050,Top-up,266.95,20-Jan-26,Cash,947.75,1214.7
42745,2517736050,Top-up,203.76,5-Aug-25,Cash,1214.7,1418.46
42746,2517736050,Top-up,460.77,22-Dec-23,Cash,1418.46,1879.23
42747,2517736050,Top-up,464.19,13-Oct-24,Cash,1879.23,2343.42
42748,2517736050,Refund,79.31,21-Aug-23,Cash,2343.42,2422.73
42749,2517736050,Top-up,237.19,19-Aug-25,Cash,2422.73,2659.92
42750,2517736050,Top-up,150.38,20-Sep-25,Cash,2659.92,2810.3
42751,2517736050,Top-up,127.38,30-Nov-25,Bank Transfer,2810.3,2937.68
42752,2517736050,Top-up,83.12,22-Jan-25,Cash,2937.68,3020.8
42753,2517736050,Adjustment,29.43,7-Jul-25,Cash,3020.8,3050.23
42754,2517736050,Monthly Bill,4.35,20-Jan-24,Bank Transfer,3050.23,3045.88
42755,2517736050,Payment,21.32,27-Nov-25,Cash,3045.88,3024.56
42756,2517736050,Top-up,262.04,27-May-24,Bank Transfer,3024.56,3286.6
42757,2517736050,Top-up,447.88,16-Sep-23,Cash,3286.6,3734.48
42758,2517736050,Top-up,214.44,22-Oct-23,Cash,3734.48,3948.92
42759,2517736050,Top-up,183.76,31-Aug-25,Cash,3948.92,4132.68
42760,2517736050,Adjustment,38.65,12-Aug-24,Bank Transfer,4132.68,4171.33
42761,2517736050,Top-up,277.94,10-Dec-23,M-PESA,4171.33,4449.27
42762,2517736050,Top-up,499.49,12-Jan-25,Bank Transfer,4449.27,4948.76
42763,2517736050,Top-up,443.36,9-May-25,Cash,4948.76,5392.12
42764,2517736050,Top-up,353.6,1-Feb-25,Cash,5392.12,5745.72
42765,2517736050,Top-up,337.71,31-Jul-24,Cash,5745.72,6083.43
42766,2517736050,Top-up,73.27,10-Apr-24,Cash,6083.43,6156.7
42767,2517736050,Refund,88.15,3-Jan-25,Cash,6156.7,6244.85
42768,2517736050,Top-up,148.84,24-Mar-24,Cash,6244.85,6393.69
42769,2517736050,Top-up,463.14,27-May-23,Cash,6393.69,6856.83
42770,2517736050,Top-up,391.89,13-Nov-23,M-PESA,6856.83,7248.72
42771,2.51786E+11,Refund,52.57,14-Apr-23,Cash,184.3,236.87
42772,2.51786E+11,Top-up,380.1,12-Jul-25,Cash,236.87,616.97
42773,2.51786E+11,Top-up,135.15,5-Feb-24,Cash,616.97,752.12
42774,2.51786E+11,Top-up,371.48,8-Jul-24,Cash,752.12,1123.6
42775,2.51786E+11,Top-up,121.65,19-Feb-25,Cash,1123.6,1245.25
42776,2.51786E+11,Top-up,96.58,7-Apr-25,Cash,1245.25,1341.83
42777,2.51786E+11,Top-up,230.63,7-Oct-24,Cash,1341.83,1572.46
42778,2.51786E+11,Top-up,226.33,22-Jan-25,Cash,1572.46,1798.79
42779,2.51786E+11,Top-up,392.69,20-Dec-25,Cash,1798.79,2191.48
42780,2.51786E+11,Top-up,28.58,23-Sep-24,Bank Transfer,2191.48,2220.06
42781,2.51786E+11,Top-up,53.74,26-Jun-25,Cash,2220.06,2273.8
42782,2.51786E+11,Monthly Bill,63.22,3-Jan-24,Bank Transfer,2273.8,2210.58
42783,2.51786E+11,Top-up,199.51,10-Oct-23,M-PESA,2210.58,2410.09
42784,2.51786E+11,Top-up,221.44,22-Sep-24,Bank Transfer,2410.09,2631.53
42785,2.51786E+11,Adjustment,78.59,21-Dec-25,Cash,2631.53,2710.12
42786,2.51786E+11,Top-up,83.71,25-Nov-23,Bank Transfer,2710.12,2793.83
42787,2.51786E+11,Top-up,463.16,7-Aug-23,M-PESA,2793.83,3256.99
42788,2.51786E+11,Top-up,326.9,6-Jan-23,M-PESA,3256.99,3583.89
42789,2.51786E+11,Top-up,62.91,5-Nov-25,Cash,3583.89,3646.8
42790,2.51786E+11,Payment,80.77,12-May-23,Bank Transfer,3646.8,3566.03
42791,2.51795E+11,Top-up,122.95,15-Nov-24,Bank Transfer,109.76,232.71
42792,2.51795E+11,Monthly Bill,77.35,8-Oct-25,Cash,232.71,155.36
42793,2.51795E+11,Payment,33.66,29-Jan-25,Cash,155.36,121.7
42794,2.51795E+11,Top-up,70.11,5-Feb-25,Bank Transfer,121.7,191.81
42795,2.51795E+11,Top-up,144.57,23-Sep-24,M-PESA,191.81,336.38
42796,2.51795E+11,Refund,41.04,26-Apr-25,Cash,336.38,377.42
42797,2.51795E+11,Top-up,275.04,3-Oct-25,Cash,377.42,652.46
42798,2.51795E+11,Adjustment,77.12,23-Feb-25,Cash,652.46,729.58
42799,2.51795E+11,Top-up,347.25,15-Dec-24,Cash,729.58,1076.83
42800,2.51795E+11,Top-up,76.02,28-Feb-25,M-PESA,1076.83,1152.85
42801,2.51795E+11,Top-up,433.47,29-Mar-25,Cash,1152.85,1586.32
42802,2.51795E+11,Refund,8.24,18-Feb-25,Cash,1586.32,1594.56
42803,2.51795E+11,Top-up,487.61,8-May-25,Cash,1594.56,2082.17
42804,2.51795E+11,Top-up,124.66,18-Jun-25,Cash,2082.17,2206.83
42805,2.51795E+11,Top-up,153.96,19-Oct-25,M-PESA,2206.83,2360.79
42806,2.51795E+11,Top-up,260.82,15-Sep-25,Bank Transfer,2360.79,2621.61
42807,2.51795E+11,Adjustment,65.2,18-Jan-26,M-PESA,2621.61,2686.81
42808,2.51795E+11,Top-up,449.82,18-Jan-25,Cash,2686.81,3136.63
42809,2.51795E+11,Top-up,200.52,17-Dec-24,Cash,3136.63,3337.15
42810,2.51795E+11,Top-up,15.56,9-Nov-25,Bank Transfer,3337.15,3352.71
42811,2.51795E+11,Refund,14.56,10-Feb-25,Bank Transfer,3352.71,3367.27
42812,2.51795E+11,Top-up,389.33,19-Aug-25,Cash,3367.27,3756.6
42813,2.51795E+11,Top-up,222.11,19-Dec-24,Bank Transfer,3756.6,3978.71
42814,2.51795E+11,Top-up,384.5,21-Feb-25,Cash,3978.71,4363.21
42815,2.51795E+11,Top-up,459.18,8-Jan-26,Cash,4363.21,4822.39
42816,2.51795E+11,Top-up,338.87,23-Nov-25,Cash,4822.39,5161.26
42817,2.51795E+11,Top-up,113.15,26-Mar-25,Cash,5161.26,5274.41
42818,2.51795E+11,Top-up,197.68,23-May-25,Cash,5274.41,5472.09
42819,2.51702E+11,Payment,96.49,13-Sep-24,Cash,499.13,595.62
42820,2.51702E+11,Monthly Bill,211.97,10-Sep-24,Cash,595.62,383.65
42821,2.51702E+11,Payment,296.43,2-Nov-24,M-PESA,383.65,680.08
42822,2.51702E+11,Monthly Bill,79.49,31-Dec-23,Bank Transfer,680.08,600.59
42823,2.51702E+11,Payment,122.4,10-Mar-25,Cash,600.59,722.99
42824,2.51702E+11,Monthly Bill,126.47,23-Nov-24,Bank Transfer,722.99,596.52
42825,2.51702E+11,Payment,93.56,18-Jun-25,M-PESA,596.52,690.08
42826,2.51702E+11,Adjustment,22.08,9-May-25,Cash,690.08,668
42827,2.51702E+11,Payment,75.48,31-Mar-24,Cash,668,743.48
42828,2.51702E+11,Monthly Bill,131.13,7-Jul-25,M-PESA,743.48,612.35
42829,2.51702E+11,Payment,219.51,12-Oct-25,Bank Transfer,612.35,831.86
42830,2.51702E+11,Monthly Bill,246.14,28-Nov-24,Bank Transfer,831.86,585.72
42831,2.51702E+11,Payment,254.35,14-Aug-24,M-PESA,585.72,840.07
42832,2.51702E+11,Monthly Bill,61.64,4-Jun-24,Bank Transfer,840.07,778.43
42833,2.51702E+11,Payment,297.59,20-Nov-25,Cash,778.43,1076.02
42834,2.51702E+11,Monthly Bill,237.35,29-Sep-24,Cash,1076.02,838.67
42835,2.51702E+11,Payment,168.42,9-May-24,Cash,838.67,1007.09
42836,2.51702E+11,Monthly Bill,124.43,17-Jun-24,M-PESA,1007.09,882.66
42837,2.51702E+11,Payment,222.4,18-Jul-24,Bank Transfer,882.66,1105.06
42838,2.51702E+11,Monthly Bill,213.49,4-Apr-24,Cash,1105.06,891.57
42839,2.51702E+11,Payment,93.43,11-Jan-26,Cash,891.57,985
42840,2.51702E+11,Monthly Bill,225.46,16-Sep-25,Cash,985,759.54
42841,2.51702E+11,Payment,126.28,6-Mar-24,Bank Transfer,759.54,885.82
42842,2.51702E+11,Monthly Bill,104.9,21-Feb-24,Bank Transfer,885.82,780.92
42843,2.51702E+11,Payment,98.13,20-Apr-24,Bank Transfer,780.92,879.05
42844,2.51702E+11,Monthly Bill,143.86,27-Feb-24,M-PESA,879.05,735.19
42845,2.51712E+11,Payment,135.19,22-May-25,M-PESA,302.8,437.99
42846,2.51712E+11,Monthly Bill,270.43,24-Mar-24,Cash,437.99,167.56
42847,2.51712E+11,Payment,96.02,31-Jul-23,Cash,167.56,263.58
42848,2.51712E+11,Monthly Bill,117.2,10-Mar-24,M-PESA,263.58,146.38
42849,2.51712E+11,Payment,125.3,9-Dec-23,Bank Transfer,146.38,271.68
42850,2.51712E+11,Monthly Bill,154.73,6-Jan-25,Bank Transfer,271.68,116.95
42851,2.51712E+11,Top-up,47.34,15-May-25,Cash,116.95,164.29
42852,2.51712E+11,Monthly Bill,213.74,21-Oct-25,M-PESA,164.29,-49.45
42853,2.51712E+11,Payment,78.95,7-Jul-24,Cash,-49.45,29.5
42854,2.51712E+11,Monthly Bill,53.82,14-Oct-22,M-PESA,29.5,-24.32
42855,2.51712E+11,Payment,290.94,21-Jan-24,Cash,-24.32,266.62
42856,2.51712E+11,Monthly Bill,182.9,30-Sep-25,Cash,266.62,83.72
42857,2.51712E+11,Payment,204.68,16-Nov-23,M-PESA,83.72,288.4
42858,2.51712E+11,Monthly Bill,193.94,27-Mar-23,Bank Transfer,288.4,94.46
42859,2.51712E+11,Payment,122.01,15-Jul-23,Cash,94.46,216.47
42860,2.51712E+11,Monthly Bill,270.71,13-Dec-23,Cash,216.47,-54.24
42861,2.51712E+11,Payment,135.97,17-Sep-23,M-PESA,-54.24,81.73
42862,2.51712E+11,Monthly Bill,207.58,27-Feb-25,Cash,81.73,-125.85
42863,2.51712E+11,Payment,294.93,29-Oct-25,M-PESA,-125.85,169.08
42864,2.51712E+11,Monthly Bill,238.6,8-Nov-25,Bank Transfer,169.08,-69.52
42865,2.51712E+11,Payment,258.88,4-Nov-22,Bank Transfer,-69.52,189.36
42866,2.51712E+11,Monthly Bill,97.64,12-Jul-23,Cash,189.36,91.72
42867,2.51712E+11,Payment,119.32,7-Feb-24,M-PESA,91.72,211.04
42868,2.51712E+11,Monthly Bill,295.67,29-Sep-25,M-PESA,211.04,-84.63
42869,2.51712E+11,Payment,256.45,13-Oct-23,M-PESA,-84.63,171.82
42870,2.51712E+11,Monthly Bill,248.93,20-Apr-23,Bank Transfer,171.82,-77.11
42871,2.51712E+11,Payment,134.54,30-Sep-24,M-PESA,-77.11,57.43
42872,2.51712E+11,Refund,11.18,10-Nov-23,Cash,57.43,68.61
42873,2.51712E+11,Adjustment,42.05,24-Mar-23,Cash,68.61,26.56
42874,2.51712E+11,Monthly Bill,265.61,28-Oct-24,Bank Transfer,26.56,-239.05
42875,2.51712E+11,Payment,132.81,18-Oct-24,M-PESA,-239.05,-106.24
42876,2.51712E+11,Monthly Bill,66.6,9-Jun-25,M-PESA,-106.24,-172.84
42877,2.51712E+11,Payment,129.89,3-Aug-24,Bank Transfer,-172.84,-42.95
42878,2.51729E+11,Top-up,282.82,7-Jan-25,Cash,169.48,452.3
42879,2.51729E+11,Top-up,260.53,16-Nov-24,Cash,452.3,712.83
42880,2.51729E+11,Monthly Bill,25.6,10-Jan-26,Cash,712.83,687.23
42881,2.51729E+11,Top-up,435.66,30-Dec-25,Bank Transfer,687.23,1122.89
42882,2.51729E+11,Top-up,54.45,21-Oct-25,M-PESA,1122.89,1177.34
42883,2.51729E+11,Top-up,290.66,8-May-25,Cash,1177.34,1468
42884,2.51729E+11,Top-up,361.36,8-Dec-25,Cash,1468,1829.36
42885,2.51729E+11,Top-up,144.04,21-Mar-25,Bank Transfer,1829.36,1973.4
42886,2.51729E+11,Top-up,382.37,18-Aug-25,Cash,1973.4,2355.77
42887,2.51729E+11,Top-up,61.54,6-Jan-25,M-PESA,2355.77,2417.31
42888,2.51729E+11,Top-up,475.51,14-Jul-25,Cash,2417.31,2892.82
42889,2.51729E+11,Payment,87.81,17-Jun-25,Cash,2892.82,2805.01
42890,2.51729E+11,Top-up,23.35,11-May-25,Bank Transfer,2805.01,2828.36
42891,2.51729E+11,Top-up,226.16,10-Aug-25,M-PESA,2828.36,3054.52
42892,2.51729E+11,Payment,79.65,6-Dec-24,Cash,3054.52,2974.87
42893,2.51729E+11,Top-up,130.58,24-Dec-24,M-PESA,2974.87,3105.45
42894,2.51729E+11,Top-up,23.78,28-Jul-25,Cash,3105.45,3129.23
42895,2.51729E+11,Top-up,355.06,16-Nov-25,Cash,3129.23,3484.29
42896,2.51729E+11,Monthly Bill,22.63,26-Aug-25,Cash,3484.29,3461.66
42897,2.51729E+11,Top-up,416.25,16-Jul-25,Cash,3461.66,3877.91
42898,2.51729E+11,Refund,60.03,6-Dec-25,M-PESA,3877.91,3937.94
42899,2.51729E+11,Top-up,30.6,22-Apr-25,Cash,3937.94,3968.54
42900,2.51737E+11,Payment,54.37,7-Dec-25,Bank Transfer,136.34,81.97
42901,2.51737E+11,Payment,20.72,29-Dec-25,Cash,81.97,61.25
42902,2.51737E+11,Top-up,463.28,25-Dec-25,M-PESA,61.25,524.53
42903,2.51737E+11,Top-up,499.27,19-Jan-26,M-PESA,524.53,1023.8
42904,2.51737E+11,Refund,68.56,23-Jan-26,Cash,1023.8,1092.36
42905,2.51737E+11,Top-up,311.15,10-Jan-26,Cash,1092.36,1403.51
42906,2.51737E+11,Payment,19.16,5-Jan-26,M-PESA,1403.51,1384.35
42907,2.51737E+11,Top-up,291.5,3-Dec-25,Bank Transfer,1384.35,1675.85
42908,2.51737E+11,Top-up,349.32,22-Dec-25,Cash,1675.85,2025.17
42909,2.51737E+11,Top-up,299.19,26-Jan-26,Cash,2025.17,2324.36
42910,2.51737E+11,Top-up,455.81,17-Jan-26,Cash,2324.36,2780.17
42911,2.51737E+11,Top-up,238.99,8-Dec-25,Cash,2780.17,3019.16
42912,2.51737E+11,Top-up,451.29,3-Jan-26,Bank Transfer,3019.16,3470.45
42913,2.51737E+11,Top-up,88.16,22-Dec-25,Cash,3470.45,3558.61
42914,2.51737E+11,Top-up,256.16,6-Jan-26,Cash,3558.61,3814.77
42915,2.51737E+11,Top-up,319.28,8-Jan-26,Cash,3814.77,4134.05
42916,2.51737E+11,Top-up,288.45,5-Dec-25,Cash,4134.05,4422.5
42917,2.51737E+11,Top-up,324.01,23-Jan-26,Cash,4422.5,4746.51
42918,2.51737E+11,Top-up,147.99,21-Dec-25,Cash,4746.51,4894.5
42919,2.51737E+11,Top-up,190.31,22-Jan-26,Cash,4894.5,5084.81
42920,2.51737E+11,Top-up,350.08,30-Dec-25,Cash,5084.81,5434.89
42921,2.51737E+11,Top-up,44.92,30-Dec-25,M-PESA,5434.89,5479.81
42922,2.51737E+11,Top-up,283.9,17-Dec-25,Cash,5479.81,5763.71
42923,2.51737E+11,Top-up,97.18,2-Jan-26,Cash,5763.71,5860.89
42924,2.51737E+11,Top-up,267.7,11-Dec-25,M-PESA,5860.89,6128.59
42925,2.51737E+11,Top-up,125.6,13-Jan-26,Cash,6128.59,6254.19
42926,2.51737E+11,Top-up,183.37,7-Jan-26,Bank Transfer,6254.19,6437.56
42927,2.51737E+11,Top-up,390.17,20-Dec-25,Cash,6437.56,6827.73
42928,2.51737E+11,Top-up,436.61,6-Dec-25,Cash,6827.73,7264.34
42929,2.51737E+11,Top-up,208.69,14-Jan-26,Bank Transfer,7264.34,7473.03
42930,2.51737E+11,Top-up,276.79,12-Jan-26,Cash,7473.03,7749.82
42931,2.51737E+11,Monthly Bill,64.69,11-Jan-26,Cash,7749.82,7685.13
42932,2.51737E+11,Top-up,313.69,18-Jan-26,Bank Transfer,7685.13,7998.82
42933,2.51737E+11,Top-up,100.92,4-Jan-26,Cash,7998.82,8099.74
42934,2.51737E+11,Refund,27.15,27-Nov-25,Cash,8099.74,8126.89
42935,2.51737E+11,Top-up,201.72,10-Dec-25,Cash,8126.89,8328.61
42936,2.51737E+11,Top-up,462.67,18-Jan-26,Bank Transfer,8328.61,8791.28
42937,2.51741E+11,Top-up,282.13,30-Nov-24,Cash,286.36,568.49
42938,2.51741E+11,Top-up,316.87,13-Nov-25,Bank Transfer,568.49,885.36
42939,2.51741E+11,Top-up,456.08,19-Jan-26,Cash,885.36,1341.44
42940,2.51741E+11,Top-up,187.04,7-Jul-23,M-PESA,1341.44,1528.48
42941,2.51741E+11,Top-up,70,6-Nov-23,Cash,1528.48,1598.48
42942,2.51741E+11,Top-up,18.77,1-Oct-24,Cash,1598.48,1617.25
42943,2.51741E+11,Top-up,397.26,9-Oct-24,Cash,1617.25,2014.51
42944,2.51741E+11,Adjustment,32.82,25-Apr-24,Cash,2014.51,2047.33
42945,2.51741E+11,Top-up,92.3,16-Feb-24,Bank Transfer,2047.33,2139.63
42946,2.51741E+11,Top-up,134.55,9-Sep-23,Bank Transfer,2139.63,2274.18
42947,2.51741E+11,Top-up,202.5,30-Apr-25,Cash,2274.18,2476.68
42948,2.51741E+11,Payment,14.5,22-Nov-24,M-PESA,2476.68,2462.18
42949,2.51741E+11,Top-up,120.42,3-Mar-24,Cash,2462.18,2582.6
42950,2.51741E+11,Top-up,219.2,30-Apr-23,Cash,2582.6,2801.8
42951,2.51741E+11,Top-up,308.6,9-May-23,M-PESA,2801.8,3110.4
42952,2.51741E+11,Payment,98.83,21-Feb-25,Cash,3110.4,3011.57
42953,2.51741E+11,Top-up,456.13,19-May-24,M-PESA,3011.57,3467.7
42954,2.51741E+11,Top-up,334.76,24-May-24,Bank Transfer,3467.7,3802.46
42955,2.51741E+11,Top-up,483.97,21-Apr-25,M-PESA,3802.46,4286.43
42956,2.51741E+11,Top-up,80.24,4-Mar-25,Bank Transfer,4286.43,4366.67
42957,2.51741E+11,Top-up,335.66,24-Dec-24,Cash,4366.67,4702.33
42958,2.51741E+11,Top-up,80.65,11-Jan-24,Cash,4702.33,4782.98
42959,2.51741E+11,Top-up,123.19,18-Oct-25,Bank Transfer,4782.98,4906.17
42960,2.51741E+11,Top-up,172.15,28-Jan-25,Cash,4906.17,5078.32
42961,2.51741E+11,Top-up,324.02,31-Mar-25,Bank Transfer,5078.32,5402.34
42962,2.51741E+11,Top-up,385.74,9-Nov-24,Cash,5402.34,5788.08
42963,2.51741E+11,Top-up,408.19,2-Jul-24,Cash,5788.08,6196.27
42964,2.51741E+11,Top-up,97.06,1-Apr-25,M-PESA,6196.27,6293.33
42965,2.51741E+11,Refund,18.25,1-Mar-23,Cash,6293.33,6311.58
42966,2.51741E+11,Top-up,170.68,28-Jun-23,Bank Transfer,6311.58,6482.26
42967,2.51741E+11,Payment,18.39,18-Jul-23,Bank Transfer,6482.26,6463.87
42968,2.51741E+11,Top-up,376.47,23-Oct-23,Bank Transfer,6463.87,6840.34
42969,2.51741E+11,Top-up,445.31,8-Jul-25,Cash,6840.34,7285.65
42970,2.51741E+11,Top-up,428.75,18-Jan-24,Bank Transfer,7285.65,7714.4
42971,2.51741E+11,Top-up,94.84,12-Feb-24,M-PESA,7714.4,7809.24
42972,2.51741E+11,Monthly Bill,40.33,19-Jun-24,Cash,7809.24,7768.91
42973,2.51741E+11,Adjustment,15.57,19-Jul-25,Cash,7768.91,7784.48
42974,2.51741E+11,Top-up,85.21,17-Jan-25,Cash,7784.48,7869.69
42975,2.51741E+11,Payment,22.29,15-Nov-24,Bank Transfer,7869.69,7847.4
42976,2.51741E+11,Top-up,307.15,18-Dec-24,Bank Transfer,7847.4,8154.55
42977,2.51741E+11,Top-up,435.06,28-Jul-24,Bank Transfer,8154.55,8589.61
42978,2.51741E+11,Top-up,172.91,5-Aug-24,Cash,8589.61,8762.52
42979,2.51741E+11,Top-up,129.26,26-Apr-25,Bank Transfer,8762.52,8891.78
42980,2.51741E+11,Payment,62.23,12-Jun-23,Bank Transfer,8891.78,8829.55
42981,2.51755E+11,Monthly Bill,48.94,31-Mar-23,M-PESA,145.87,96.93
42982,2.51755E+11,Top-up,457.77,4-Jan-26,M-PESA,96.93,554.7
42983,2.51755E+11,Top-up,290.45,19-Jun-24,Cash,554.7,845.15
42984,2.51755E+11,Top-up,335.66,30-Jul-24,Cash,845.15,1180.81
42985,2.51755E+11,Top-up,152.26,16-Jul-24,Cash,1180.81,1333.07
42986,2.51755E+11,Payment,57.19,27-Mar-24,M-PESA,1333.07,1275.88
42987,2.51755E+11,Top-up,194.13,1-Jun-25,Cash,1275.88,1470.01
42988,2.51755E+11,Top-up,296.11,26-Nov-24,Bank Transfer,1470.01,1766.12
42989,2.51755E+11,Top-up,237.83,26-Apr-23,M-PESA,1766.12,2003.95
42990,2.51755E+11,Top-up,481.75,3-Jun-25,Bank Transfer,2003.95,2485.7
42991,2.51755E+11,Top-up,129.65,17-Oct-25,Cash,2485.7,2615.35
42992,2.51755E+11,Top-up,302.77,21-Oct-25,Bank Transfer,2615.35,2918.12
42993,2.51755E+11,Monthly Bill,2.87,30-Dec-23,Cash,2918.12,2915.25
42994,2.51755E+11,Top-up,409.84,11-Dec-24,Cash,2915.25,3325.09
42995,2.51755E+11,Top-up,458.82,2-Dec-23,Cash,3325.09,3783.91
42996,2.51755E+11,Top-up,360.42,14-Feb-25,Bank Transfer,3783.91,4144.33
42997,2.51755E+11,Monthly Bill,13.78,22-Nov-23,Cash,4144.33,4130.55
42998,2.51755E+11,Top-up,277.44,4-Jan-24,M-PESA,4130.55,4407.99
42999,2.51755E+11,Refund,16.94,26-Apr-24,Cash,4407.99,4424.93
43000,2.51755E+11,Top-up,79.87,30-Apr-23,Cash,4424.93,4504.8
43001,2.51755E+11,Top-up,307.91,22-Aug-23,Cash,4504.8,4812.71
43002,2.51755E+11,Top-up,117.57,20-May-25,Bank Transfer,4812.71,4930.28
43003,2.51755E+11,Top-up,302.47,12-Jul-25,Cash,4930.28,5232.75
43004,2.51755E+11,Top-up,59.81,7-Jun-25,Cash,5232.75,5292.56
43005,2.51755E+11,Top-up,456.91,2-Mar-23,Cash,5292.56,5749.47
43006,2.51755E+11,Top-up,99.86,24-Aug-25,Bank Transfer,5749.47,5849.33
43007,2.51755E+11,Top-up,81.4,21-Aug-23,M-PESA,5849.33,5930.73
43008,2.51755E+11,Top-up,280.53,27-Aug-25,M-PESA,5930.73,6211.26
43009,2.51755E+11,Top-up,312.96,2-Jun-25,Cash,6211.26,6524.22
43010,2.51755E+11,Top-up,72.76,26-Jun-24,Cash,6524.22,6596.98
43011,2.51755E+11,Top-up,428.69,20-Nov-23,M-PESA,6596.98,7025.67
43012,2.51755E+11,Top-up,14.04,17-Apr-23,M-PESA,7025.67,7039.71
43013,2.51755E+11,Top-up,126.68,27-Sep-25,Cash,7039.71,7166.39
43014,2.51755E+11,Top-up,317.82,1-May-25,Cash,7166.39,7484.21
43015,2.51755E+11,Top-up,445.92,28-Aug-24,Cash,7484.21,7930.13
43016,2.51755E+11,Top-up,195.72,11-Feb-23,Cash,7930.13,8125.85
43017,2.51755E+11,Top-up,21.5,18-May-24,M-PESA,8125.85,8147.35
43018,2.51755E+11,Top-up,486.72,20-Feb-23,Cash,8147.35,8634.07
43019,2.51755E+11,Top-up,479.42,4-Apr-25,Bank Transfer,8634.07,9113.49
43020,2.51755E+11,Top-up,342.46,29-Nov-23,Cash,9113.49,9455.95
43021,2.51755E+11,Top-up,426.94,23-Aug-25,Cash,9455.95,9882.89
43022,2.51764E+11,Top-up,31.72,19-Jan-25,Bank Transfer,401.18,432.9
43023,2.51764E+11,Top-up,140.93,10-Apr-24,Cash,432.9,573.83
43024,2.51764E+11,Top-up,335.79,15-Jan-26,Cash,573.83,909.62
43025,2.51764E+11,Top-up,468.39,2-Apr-24,Cash,909.62,1378.01
43026,2.51764E+11,Top-up,420.58,15-May-24,M-PESA,1378.01,1798.59
43027,2.51764E+11,Top-up,263.64,2-Nov-25,Cash,1798.59,2062.23
43028,2.51764E+11,Top-up,77.38,27-Dec-24,Bank Transfer,2062.23,2139.61
43029,2.51764E+11,Top-up,476.44,13-Jul-24,Bank Transfer,2139.61,2616.05
43030,2.51764E+11,Top-up,364.31,23-Nov-25,Cash,2616.05,2980.36
43031,2.51764E+11,Top-up,371.05,28-Jul-25,Bank Transfer,2980.36,3351.41
43032,2.51764E+11,Top-up,325.78,3-Feb-24,M-PESA,3351.41,3677.19
43033,2.51764E+11,Top-up,94.66,17-Feb-24,Cash,3677.19,3771.85
43034,2.51764E+11,Top-up,294.17,16-Jun-25,Cash,3771.85,4066.02
43035,2.51764E+11,Top-up,248.62,11-May-25,M-PESA,4066.02,4314.64
43036,2.51764E+11,Top-up,131.73,18-Jun-25,Cash,4314.64,4446.37
43037,2.51764E+11,Top-up,195.28,2-Aug-24,Cash,4446.37,4641.65
