"DATA_ID","MSISDN","SESSION_START_TIME","SESSION_END_TIME","DATA_VOLUME_MB","SERVICE_TYPE","APN","CHARGE_AMOUNT"
6388,"+251732874934",01-OCT-24 01.25.10.526815000 AM,01-OCT-24 02.58.52.060383000 AM,3186.07,"4G","wapservice",31.86
6389,"+251732874934",22-OCT-24 07.50.57.105190000 PM,22-OCT-24 07.54.11.313383000 PM,2146.24,"4G","wapservice",21.46
6390,"+251743544278",10-JUN-25 04.18.34.605212000 PM,10-JUN-25 05.55.52.763868000 PM,2037.31,"2G","wapservice",20.37
6391,"+251743544278",14-JUN-25 09.23.13.858354000 AM,14-JUN-25 09.40.02.911458000 AM,3048.92,"4G","internet",30.49
6392,"+251743544278",09-JUN-25 01.59.39.329424000 PM,09-JUN-25 03.05.21.525948000 PM,3037.6,"3G","mms",30.38
6393,"+251743544278",09-JUN-25 12.19.23.360028000 AM,09-JUN-25 01.12.22.505557000 AM,3615.99,"4G","mms",36.16
6394,"+251743544278",17-JUN-25 08.17.46.232331000 PM,17-JUN-25 10.17.27.031997000 PM,3242.86,"4G","internet",32.43
6395,"+251743544278",11-JUN-25 01.06.07.856031000 AM,11-JUN-25 01.36.30.347223000 AM,1301.95,"4G","internet",13.02
6396,"+251743544278",05-MAY-25 03.47.21.021985000 PM,05-MAY-25 03.52.42.172613000 PM,4465.5,"2G","mms",44.66
6397,"+251743544278",18-JUN-25 11.32.04.128702000 AM,18-JUN-25 12.14.08.749324000 PM,2662.51,"4G","mms",26.63
6398,"+251758877847",06-NOV-23 03.01.31.324238000 AM,06-NOV-23 03.33.14.929170000 AM,3196.37,"4G","mms",31.96
6399,"+251758877847",13-JAN-24 09.52.40.583004000 PM,13-JAN-24 11.36.55.851989000 PM,3584.61,"4G","internet",35.85
6400,"+251758877847",11-DEC-23 09.01.25.509240000 PM,11-DEC-23 10.15.45.331658000 PM,2442.3,"3G","mms",24.42
6401,"+251758877847",17-DEC-23 05.44.43.078691000 PM,17-DEC-23 06.15.20.979965000 PM,2513.4,"2G","wapservice",25.13
6402,"+251758877847",27-OCT-23 10.38.33.180269000 PM,27-OCT-23 11.39.39.276393000 PM,4497.33,"3G","wapservice",44.97
6403,"+251758877847",29-NOV-23 08.10.55.604989000 AM,29-NOV-23 09.59.32.024602000 AM,3050.11,"4G","internet",30.5
6404,"+251758877847",16-JAN-24 07.59.10.159433000 PM,16-JAN-24 08.17.51.379081000 PM,445.22,"4G","vpn",4.45
6405,"+251768538524",16-NOV-25 05.38.45.789291000 PM,16-NOV-25 05.56.38.116345000 PM,3826.2,"4G","mms",38.26
6406,"+251768538524",13-DEC-25 07.26.09.250751000 PM,13-DEC-25 07.59.44.612501000 PM,970.6,"4G","wapservice",9.71
6407,"+251768538524",18-OCT-25 11.01.37.504139000 AM,18-OCT-25 11.50.38.957103000 AM,287.15,"3G","vpn",2.87
6408,"+251768538524",30-OCT-25 02.16.43.244509000 AM,30-OCT-25 03.30.03.816326000 AM,4139.76,"4G","wapservice",41.4
6409,"+251771641115",02-NOV-22 07.06.18.428359000 PM,02-NOV-22 08.30.43.635879000 PM,4874.49,"4G","vpn",48.74
6410,"+251771641115",11-OCT-22 02.33.11.946832000 PM,11-OCT-22 02.35.21.268572000 PM,3095.65,"4G","wapservice",30.96
6411,"+251771641115",17-OCT-22 04.05.54.467765000 AM,17-OCT-22 05.13.22.044102000 AM,2451.97,"4G","vpn",24.52
6412,"+251771641115",01-DEC-22 12.24.47.309564000 AM,01-DEC-22 01.25.30.112500000 AM,2724.26,"4G","mms",27.24
6413,"+251771641115",01-JAN-23 11.03.28.755365000 AM,01-JAN-23 11.19.57.075107000 AM,310.39,"2G","wapservice",3.1
6414,"+251771641115",22-NOV-22 03.27.55.514457000 PM,22-NOV-22 03.36.53.542693000 PM,685.19,"3G","vpn",6.85
6415,"+251771641115",19-DEC-22 11.54.23.481265000 AM,19-DEC-22 12.41.22.390895000 PM,4325.25,"2G","wapservice",43.25
6416,"+251785078217",25-SEP-25 01.17.31.737922000 PM,25-SEP-25 01.42.39.748378000 PM,2598.75,"4G","vpn",25.99
6417,"+251785078217",22-JUN-25 03.23.06.702197000 PM,22-JUN-25 03.40.44.343679000 PM,3405.04,"4G","wapservice",34.05
6418,"+251785078217",16-JUL-25 02.53.11.068071000 AM,16-JUL-25 04.16.55.869929000 AM,884.08,"4G","wapservice",8.84
6419,"+251785078217",02-OCT-25 05.49.44.489821000 AM,02-OCT-25 06.34.23.560762000 AM,2023.63,"4G","vpn",20.24
6420,"+251785078217",02-JUL-25 09.28.32.019332000 AM,02-JUL-25 10.46.50.672316000 AM,2612.44,"4G","mms",26.12
6421,"+251785078217",13-JUL-25 05.44.21.879984000 PM,13-JUL-25 07.22.41.045492000 PM,1624.86,"4G","internet",16.25
6422,"+251799729343",24-MAY-25 01.21.26.666266000 AM,24-MAY-25 03.01.56.922273000 AM,2870.58,"4G","internet",28.71
6423,"+251799729343",23-AUG-25 11.49.24.558424000 PM,24-AUG-25 01.07.12.988050000 AM,1379.31,"3G","mms",13.79
6424,"+251799729343",09-JUN-25 09.30.38.821118000 PM,09-JUN-25 10.21.40.363311000 PM,580.85,"4G","mms",5.81
6425,"+251773341546",08-JAN-23 10.45.53.143335000 AM,08-JAN-23 11.23.04.939439000 AM,4646.87,"2G","mms",46.47
6426,"+251773341546",16-DEC-22 10.40.33.700094000 AM,16-DEC-22 12.11.52.723999000 PM,130.3,"4G","vpn",1.3
6427,"+251773341546",08-DEC-22 08.18.34.945285000 PM,08-DEC-22 08.26.26.393300000 PM,2676.26,"4G","wapservice",26.76
6428,"+251773341546",06-FEB-23 11.47.01.576004000 PM,07-FEB-23 12.59.34.725652000 AM,1784.83,"4G","internet",17.85
6429,"+251784479826",23-AUG-24 12.01.33.354659000 AM,23-AUG-24 12.45.31.868550000 AM,218.69,"3G","wapservice",2.19
6430,"+251784479826",23-JUN-24 10.28.29.040073000 PM,24-JUN-24 12.07.02.672280000 AM,4947.38,"4G","mms",49.47
6431,"+251784479826",30-JUL-24 08.24.01.630359000 AM,30-JUL-24 09.10.29.707398000 AM,3278.4,"3G","vpn",32.78
6432,"+25179233446.",18-NOV-25 03.27.30.943879000 PM,18-NOV-25 05.11.50.577510000 PM,4782.6,"4G","internet",47.83
6433,"+25179233446.",09-DEC-25 10.35.24.939990000 AM,09-DEC-25 12.04.41.677615000 PM,1811.78,"4G","internet",18.12
6434,"+25179233446.",24-NOV-25 10.09.09.034703000 AM,24-NOV-25 12.06.34.607589000 PM,1940.95,"3G","mms",19.41
6435,"+25179233446.",21-OCT-25 03.05.03.247281000 AM,21-OCT-25 04.05.20.879453000 AM,4342.83,"4G","wapservice",43.43
6436,"+25179233446.",27-DEC-25 04.24.18.836237000 AM,27-DEC-25 05.59.04.542421000 AM,3061.65,"2G","internet",30.62
6437,"+25179233446.",20-NOV-25 04.10.52.932202000 PM,20-NOV-25 05.38.54.518649000 PM,3798.14,"4G","wapservice",37.98
6438,"+251704052994",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.03.56.076523000 AM,3958.65,"4G","mms",39.59
6439,"+251704052994",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.39.10.861940000 AM,3927.2,"3G","wapservice",39.27
6440,"+251704052994",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.56.57.794668000 AM,2876.75,"2G","vpn",28.77
6441,"+251704052994",28-JAN-26 02.58.13.690241000 AM,28-JAN-26 04.27.02.669287000 AM,4014.52,"2G","internet",40.15
6442,"+251704052994",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.48.20.961227000 AM,136.62,"4G","internet",1.37
6443,"+251704052994",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.34.07.818346000 AM,3065.21,"3G","wapservice",30.65
6444,"+251715130452",11-APR-24 06.42.11.968413000 PM,11-APR-24 08.10.33.169241000 PM,4950.32,"4G","mms",49.5
6445,"+251715130452",23-APR-24 07.51.59.668463000 AM,23-APR-24 08.32.28.193778000 AM,1267.7,"3G","mms",12.68
6446,"+251715130452",25-APR-24 02.15.59.165997000 PM,25-APR-24 03.14.44.053153000 PM,4206.35,"5G","internet",42.06
6447,"+251715130452",27-MAR-24 02.51.35.372533000 PM,27-MAR-24 02.52.56.633967000 PM,4658.89,"3G","mms",46.59
6448,"+251722189838",11-AUG-25 11.14.59.278073000 PM,12-AUG-25 12.26.09.909542000 AM,2360.6,"WiFi","wapservice",23.61
6449,"+251722189838",04-NOV-25 07.14.52.942367000 PM,04-NOV-25 07.37.25.847145000 PM,133.11,"4G","wapservice",1.33
6450,"+251722189838",24-AUG-25 08.23.32.530658000 AM,24-AUG-25 08.31.22.553886000 AM,2125.82,"4G","wapservice",21.26
6451,"+251722189838",02-SEP-25 01.19.46.160010000 AM,02-SEP-25 03.17.34.513822000 AM,733.23,"4G","wapservice",7.33
6452,"+251722189838",01-NOV-25 06.04.06.572649000 AM,01-NOV-25 06.11.28.957027000 AM,4489.12,"3G","internet",44.89
6453,"+251722189838",15-OCT-25 11.04.40.085004000 PM,15-OCT-25 11.22.53.283718000 PM,4930.52,"4G","mms",49.31
6454,"+251722189838",16-AUG-25 07.59.47.374527000 AM,16-AUG-25 08.51.43.489478000 AM,3019.72,"3G","internet",30.2
6455,"+251722189838",30-JUL-25 03.26.55.618188000 AM,30-JUL-25 04.00.57.208679000 AM,4967.57,"WiFi","vpn",49.68
6456,"+251734422367",29-JUN-25 05.38.39.515016000 AM,29-JUN-25 06.07.34.804172000 AM,4621.23,"4G","wapservice",46.21
6457,"+251734422367",01-APR-25 11.47.52.615661000 AM,01-APR-25 12.12.55.837603000 PM,2056.35,"4G","internet",20.56
6458,"+251734422367",23-MAY-25 05.39.13.534537000 PM,23-MAY-25 06.28.58.003300000 PM,3751.94,"4G","vpn",37.52
6459,"+251734422367",05-JUL-25 05.50.42.190837000 PM,05-JUL-25 06.31.06.165707000 PM,4456.69,"4G","mms",44.57
6460,"+25174277848.",06-APR-25 06.40.40.239831000 PM,06-APR-25 06.54.03.365602000 PM,1181.05,"2G","wapservice",11.81
6461,"+25174277848.",08-MAY-25 04.03.33.696470000 PM,08-MAY-25 05.44.25.432615000 PM,143.54,"WiFi","mms",1.44
6462,"+25174277848.",23-APR-25 05.06.50.694232000 AM,23-APR-25 06.27.46.697919000 AM,2088.22,"3G","vpn",20.88
6463,"+25174277848.",25-JUN-25 04.43.35.745003000 PM,25-JUN-25 06.16.57.592223000 PM,2829.05,"3G","mms",28.29
6464,"+251752192141",11-AUG-23 06.37.46.721172000 AM,11-AUG-23 07.11.02.151898000 AM,2576.64,"2G","vpn",25.77
6465,"+251752192141",25-JUL-23 11.32.38.067900000 AM,25-JUL-23 01.18.32.246230000 PM,1244.59,"4G","wapservice",12.45
6466,"+251752192141",23-MAY-23 05.11.18.503080000 AM,23-MAY-23 05.52.23.630305000 AM,1795.45,"3G","vpn",17.95
6467,"+251752192141",11-MAY-23 12.26.46.300100000 AM,11-MAY-23 01.33.51.481950000 AM,4422.54,"4G","vpn",44.23
6468,"+251752192141",24-JUL-23 01.47.14.081866000 PM,24-JUL-23 03.05.07.650984000 PM,1772.69,"2G","vpn",17.73
6469,"+251752192141",05-MAY-23 10.19.19.762132000 PM,05-MAY-23 11.26.09.944149000 PM,3331.81,"WiFi","wapservice",33.32
6470,"+251752192141",14-JUL-23 03.18.18.044595000 AM,14-JUL-23 04.12.58.566579000 AM,311.49,"3G","internet",3.11
6471,"+251766586417",26-MAY-25 07.00.12.385399000 PM,26-MAY-25 08.25.24.503252000 PM,2749.84,"4G","internet",27.5
6472,"+251766586417",26-MAY-25 04.03.55.729413000 AM,26-MAY-25 05.23.13.057785000 AM,2638.95,"4G","vpn",26.39
6473,"+251766586417",18-MAY-25 02.18.38.128461000 AM,18-MAY-25 03.52.21.620057000 AM,16.74,"3G","internet",0.17
6474,"+251766586417",11-JUN-25 01.44.37.882224000 PM,11-JUN-25 02.12.02.094300000 PM,2400.68,"4G","vpn",24.01
6475,"+251766586417",14-JUN-25 12.47.04.908887000 PM,14-JUN-25 01.32.38.631974000 PM,4008.75,"4G","wapservice",40.09
6476,"+251766586417",21-JUL-25 09.52.50.911898000 AM,21-JUL-25 10.03.28.841363000 AM,1348.1,"3G","mms",13.48
6477,"+251766586417",03-AUG-25 06.24.58.780874000 AM,03-AUG-25 06.39.48.236405000 AM,452.77,"2G","mms",4.53
6478,"+251766586417",30-JUN-25 05.36.26.267623000 PM,30-JUN-25 07.28.02.597553000 PM,150.52,"4G","mms",1.51
6479,"+251777329272",06-JUL-24 09.20.50.334811000 PM,06-JUL-24 10.01.02.299102000 PM,586.03,"4G","mms",5.86
6480,"+251777329272",01-OCT-24 02.48.16.051753000 AM,01-OCT-24 03.21.42.574717000 AM,2203,"3G","mms",22.03
6481,"+251777329272",07-AUG-24 05.34.07.160198000 PM,07-AUG-24 06.42.59.843337000 PM,627.99,"3G","internet",6.28
6482,"+251777329272",14-AUG-24 03.23.58.903291000 PM,14-AUG-24 03.47.13.174274000 PM,2876.46,"4G","wapservice",28.76
6483,"+251777329272",15-AUG-24 06.19.12.390119000 AM,15-AUG-24 07.06.12.016245000 AM,4832.84,"4G","internet",48.33
6484,"+251782885475",24-NOV-24 02.58.30.066559000 AM,24-NOV-24 04.17.49.499696000 AM,2628.89,"3G","mms",26.29
6485,"+251782885475",22-NOV-24 12.17.17.107269000 AM,22-NOV-24 02.12.35.007599000 AM,1388.2,"4G","mms",13.88
6486,"+251782885475",10-DEC-24 10.24.59.403018000 PM,10-DEC-24 11.01.47.610713000 PM,3620.75,"3G","vpn",36.21
6487,"+251782885475",11-NOV-24 05.26.54.597900000 AM,11-NOV-24 06.44.38.619039000 AM,3497.78,"4G","wapservice",34.98
6488,"+251782885475",20-DEC-24 10.50.37.523247000 AM,20-DEC-24 11.42.10.726534000 AM,828.68,"3G","mms",8.29
6489,"+251782885475",24-NOV-24 03.04.14.126761000 PM,24-NOV-24 04.50.44.477780000 PM,2717.12,"4G","vpn",27.17
6490,"+251782885475",27-OCT-24 04.24.14.950580000 PM,27-OCT-24 05.37.25.686093000 PM,2351.72,"3G","mms",23.52
6491,"+251782885475",31-OCT-24 09.20.25.205040000 AM,31-OCT-24 09.48.12.994291000 AM,1007.82,"4G","vpn",10.08
6492,"+251796924942",29-NOV-23 01.26.15.129913000 AM,29-NOV-23 02.49.43.821515000 AM,2459.32,"3G","wapservice",24.59
6493,"+251796924942",10-NOV-23 06.20.53.804966000 PM,10-NOV-23 07.52.56.954958000 PM,3059.26,"4G","vpn",30.59
6494,"+251796924942",31-OCT-23 02.06.51.668378000 PM,31-OCT-23 03.40.07.051751000 PM,2892.25,"2G","wapservice",28.92
6495,"+251796924942",20-DEC-23 02.46.30.593970000 PM,20-DEC-23 03.31.10.780344000 PM,646.63,"4G","wapservice",6.47
6496,"+251796924942",17-NOV-23 05.56.49.187575000 AM,17-NOV-23 06.25.57.277516000 AM,4788.57,"4G","wapservice",47.89
6497,"+251796924942",12-JAN-24 10.42.44.115152000 PM,12-JAN-24 11.11.44.763433000 PM,2296.19,"4G","wapservice",22.96
6498,"+251796924942",24-NOV-23 01.03.56.774570000 AM,24-NOV-23 03.01.10.181749000 AM,2522.66,"4G","vpn",25.23
6499,"+251796924942",06-JAN-24 06.52.11.063571000 AM,06-JAN-24 08.31.01.905366000 AM,46.21,"3G","wapservice",0.46
6500,"+251732079797",18-MAY-23 06.51.34.186762000 AM,18-MAY-23 07.48.13.400504000 AM,1920.88,"3G","internet",19.21
6501,"+251732079797",28-MAR-23 09.42.48.518612000 AM,28-MAR-23 10.16.14.114121000 AM,97.07,"3G","mms",0.97
6502,"+251732079797",08-MAY-23 11.41.20.783496000 PM,09-MAY-23 01.34.25.074209000 AM,1622.06,"3G","mms",16.22
6503,"+251732079797",12-JUN-23 04.36.10.142789000 PM,12-JUN-23 06.13.12.411283000 PM,3880.93,"4G","wapservice",38.81
6504,"+251732079797",08-JUN-23 12.44.47.470489000 PM,08-JUN-23 12.55.05.666999000 PM,2533.26,"4G","wapservice",25.33
6505,"+251747232709",16-AUG-23 03.02.50.124621000 AM,16-AUG-23 03.43.03.778237000 AM,1962.11,"4G","wapservice",19.62
6506,"+251747232709",29-JUL-23 02.17.40.956599000 PM,29-JUL-23 03.29.27.289353000 PM,2889.57,"4G","internet",28.9
6507,"+251747232709",17-JUL-23 02.14.49.980848000 PM,17-JUL-23 03.37.08.265816000 PM,2501.2,"3G","vpn",25.01
6508,"+251747232709",24-AUG-23 04.11.18.748849000 PM,24-AUG-23 04.58.49.404397000 PM,1967.21,"4G","internet",19.67
6509,"+251747232709",07-SEP-23 12.33.40.108066000 AM,07-SEP-23 02.14.32.830234000 AM,1971.76,"4G","vpn",19.72
6510,"+251747232709",08-AUG-23 12.55.35.933808000 PM,08-AUG-23 02.46.30.279593000 PM,2804.73,"3G","internet",28.05
6511,"+251757747998",13-JAN-25 04.43.10.657426000 AM,13-JAN-25 06.24.31.058525000 AM,915.22,"4G","wapservice",9.15
6512,"+251757747998",01-MAR-25 02.38.53.043769000 PM,01-MAR-25 03.20.38.330144000 PM,4625.93,"4G","internet",46.26
6513,"+251757747998",21-MAR-25 12.44.53.402995000 AM,21-MAR-25 01.02.45.752709000 AM,4751.19,"4G","internet",47.51
6514,"+251757747998",16-DEC-24 03.05.17.241465000 AM,16-DEC-24 04.33.11.698904000 AM,2218.2,"4G","vpn",22.18
6515,"+251761685909",06-MAY-23 10.49.18.878671000 AM,06-MAY-23 10.51.18.432609000 AM,4634.91,"4G","wapservice",46.35
6516,"+251761685909",23-JUN-23 04.08.55.348479000 AM,23-JUN-23 04.10.07.927490000 AM,1904.85,"WiFi","wapservice",19.05
6517,"+251761685909",16-JUN-23 06.58.58.972505000 AM,16-JUN-23 08.23.35.849898000 AM,2896.01,"4G","internet",28.96
6518,"+251761685909",24-APR-23 06.30.11.898891000 PM,24-APR-23 07.39.26.757429000 PM,3132.42,"4G","vpn",31.32
6519,"+251761685909",17-MAR-23 07.13.31.672723000 AM,17-MAR-23 08.55.12.482915000 AM,4667.62,"4G","internet",46.68
6520,"+251761685909",27-MAY-23 07.48.31.022821000 PM,27-MAY-23 08.01.49.949684000 PM,4759.99,"4G","vpn",47.6
6521,"+251761685909",02-JUN-23 12.59.17.274123000 PM,02-JUN-23 01.37.06.626820000 PM,2305.14,"4G","vpn",23.05
6522,"+251761685909",07-JUN-23 08.56.46.021795000 AM,07-JUN-23 09.13.14.104592000 AM,915.47,"2G","vpn",9.15
6523,"+251775243013",20-FEB-25 03.09.04.248448000 PM,20-FEB-25 04.56.36.097828000 PM,3185.9,"4G","wapservice",31.86
6524,"+251775243013",15-MAR-25 09.35.20.448615000 PM,15-MAR-25 10.39.32.544948000 PM,2376.89,"3G","internet",23.77
6525,"+251775243013",23-MAR-25 09.36.29.750043000 PM,23-MAR-25 09.47.53.283979000 PM,2204.58,"4G","wapservice",22.05
6526,"+251775243013",02-APR-25 02.20.23.894075000 PM,02-APR-25 02.35.15.292041000 PM,1487.22,"4G","vpn",14.87
6527,"+251775243013",04-APR-25 11.01.18.415484000 PM,05-APR-25 12.12.24.570539000 AM,1216.61,"3G","mms",12.17
6528,"+251775243013",19-MAR-25 11.35.56.718541000 AM,19-MAR-25 01.28.21.144536000 PM,1912.06,"3G","vpn",19.12
6529,"+251789947337",01-NOV-25 09.39.34.379739000 AM,01-NOV-25 10.18.27.554770000 AM,1649.98,"4G","wapservice",16.5
6530,"+251789947337",03-DEC-25 06.21.23.036347000 PM,03-DEC-25 07.15.16.618717000 PM,3382.74,"4G","vpn",33.83
6531,"+251789947337",11-NOV-25 06.26.03.631993000 AM,11-NOV-25 08.16.48.935141000 AM,3061.1,"4G","mms",30.61
6532,"+251789947337",22-NOV-25 04.03.19.148413000 AM,22-NOV-25 05.04.28.352914000 AM,2695.44,"5G","wapservice",26.95
6533,"+251789947337",22-OCT-25 03.08.38.466355000 AM,22-OCT-25 03.32.38.976078000 AM,3701.14,"4G","wapservice",37.01
6534,"+251789947337",25-NOV-25 12.08.10.413792000 AM,25-NOV-25 12.10.24.437381000 AM,2618.03,"4G","wapservice",26.18
6535,"+251789947337",06-OCT-25 10.52.23.586837000 AM,06-OCT-25 12.47.43.287255000 PM,3273.54,"3G","internet",32.74
6536,"+251789947337",10-OCT-25 07.26.49.240421000 PM,10-OCT-25 07.56.28.817086000 PM,2234.69,"3G","wapservice",22.35
6537,"+251796807599",31-JUL-25 10.12.01.638174000 AM,31-JUL-25 11.18.29.273751000 AM,2168.21,"4G","mms",21.68
6538,"+251796807599",20-JUL-25 03.53.41.636387000 AM,20-JUL-25 04.43.01.147453000 AM,2025.75,"3G","vpn",20.26
6539,"+251796807599",23-JUL-25 06.00.57.884425000 PM,23-JUL-25 06.17.09.611003000 PM,4833.58,"4G","internet",48.34
6540,"+251796807599",02-JUN-25 02.07.05.537345000 PM,02-JUN-25 03.00.23.845192000 PM,4289.67,"4G","vpn",42.9
6541,"+251702827912",25-SEP-25 02.16.18.508891000 PM,25-SEP-25 02.32.30.457115000 PM,231.56,"4G","internet",2.32
6542,"+251702827912",25-NOV-25 09.24.04.798033000 PM,25-NOV-25 09.48.05.144071000 PM,4221.07,"4G","internet",42.21
6543,"+251702827912",04-DEC-25 07.45.17.224553000 AM,04-DEC-25 08.07.20.892870000 AM,2356.07,"5G","vpn",23.56
6544,"+251702827912",02-OCT-25 09.08.53.365952000 AM,02-OCT-25 11.01.36.671791000 AM,4948.15,"4G","mms",49.48
6545,"+251702827912",12-NOV-25 02.51.28.591201000 AM,12-NOV-25 04.17.50.202800000 AM,2636.84,"3G","mms",26.37
6546,"+251702827912",13-OCT-25 01.01.24.503431000 AM,13-OCT-25 02.30.20.206156000 AM,4186.78,"4G","vpn",41.87
6547,"+251711610286",23-OCT-25 08.27.40.247921000 AM,23-OCT-25 08.56.03.243200000 AM,175.42,"4G","mms",1.75
6548,"+251711610286",11-AUG-25 02.43.26.678469000 PM,11-AUG-25 03.33.32.746821000 PM,4934.3,"4G","vpn",49.34
6549,"+251711610286",05-OCT-25 06.40.10.958046000 AM,05-OCT-25 07.10.01.591016000 AM,4857.8,"4G","internet",48.58
6550,"+251711610286",16-SEP-25 10.15.50.691033000 PM,17-SEP-25 12.09.58.032401000 AM,1647.15,"4G","vpn",16.47
6551,"+251711610286",27-AUG-25 10.00.16.827412000 PM,27-AUG-25 10.40.06.793480000 PM,2722.31,"3G","vpn",27.22
6552,"+251711610286",10-NOV-25 10.22.33.926985000 PM,10-NOV-25 11.25.23.953404000 PM,2172.03,"2G","vpn",21.72
6553,"+251729208198",27-JUN-25 11.45.13.110910000 AM,27-JUN-25 12.01.52.660807000 PM,2983.25,"3G","internet",29.83
6554,"+251729208198",08-JUL-25 12.16.42.765176000 AM,08-JUL-25 01.01.03.053230000 AM,39.27,"4G","internet",0.39
6555,"+251729208198",04-SEP-25 03.49.51.554241000 AM,04-SEP-25 04.54.04.520117000 AM,4789.86,"2G","internet",47.9
6556,"+251729208198",13-AUG-25 04.12.46.885030000 AM,13-AUG-25 05.44.27.544419000 AM,2029.83,"4G","internet",20.3
6557,"+251729208198",09-AUG-25 09.21.40.801943000 AM,09-AUG-25 09.32.27.693208000 AM,4629.39,"4G","internet",46.29
6558,"+251729208198",30-JUL-25 09.37.36.592587000 PM,30-JUL-25 11.00.46.846709000 PM,2760.58,"4G","internet",27.61
6559,"+251729208198",28-AUG-25 09.33.02.481225000 PM,28-AUG-25 09.40.05.473520000 PM,1961.89,"4G","wapservice",19.62
6560,"+251729208198",14-SEP-25 08.44.47.130765000 PM,14-SEP-25 09.49.44.423306000 PM,554.91,"4G","vpn",5.55
6561,"+25173418291.",15-OCT-24 02.29.25.591518000 AM,15-OCT-24 04.25.15.383118000 AM,4057.96,"4G","vpn",40.58
6562,"+25173418291.",23-SEP-24 01.30.07.926839000 PM,23-SEP-24 03.14.20.069187000 PM,3773.4,"3G","vpn",37.73
6563,"+25173418291.",07-DEC-24 12.37.24.304617000 AM,07-DEC-24 12.54.25.305610000 AM,2650.47,"4G","internet",26.5
6564,"+25173418291.",18-SEP-24 05.02.17.736743000 PM,18-SEP-24 06.18.25.272098000 PM,4654.96,"4G","mms",46.55
6565,"+25173418291.",07-NOV-24 05.49.29.763880000 PM,07-NOV-24 07.16.16.534475000 PM,3739.39,"3G","vpn",37.39
6566,"+25173418291.",11-OCT-24 10.07.28.973744000 PM,11-OCT-24 10.53.06.390497000 PM,961.01,"2G","wapservice",9.61
6567,"+25173418291.",19-OCT-24 08.12.47.675549000 PM,19-OCT-24 08.42.59.825165000 PM,1020.83,"4G","mms",10.21
6568,"+251745204891",04-NOV-22 04.31.06.514121000 PM,04-NOV-22 06.00.28.188137000 PM,1974.46,"4G","mms",19.74
6569,"+251745204891",03-NOV-22 08.03.55.407735000 PM,03-NOV-22 09.04.42.961500000 PM,230.52,"4G","mms",2.31
6570,"+251745204891",26-OCT-22 03.48.48.856707000 PM,26-OCT-22 05.15.44.221039000 PM,1841.27,"4G","vpn",18.41
6571,"+251745204891",29-NOV-22 02.08.40.830721000 PM,29-NOV-22 02.33.15.237700000 PM,4975.8,"4G","vpn",49.76
6572,"+251745204891",21-OCT-22 08.16.36.333514000 PM,21-OCT-22 08.34.34.490557000 PM,3850.81,"4G","vpn",38.51
6573,"+251754375169",08-OCT-24 07.59.53.657415000 AM,08-OCT-24 09.01.23.299032000 AM,3956.78,"4G","wapservice",39.57
6574,"+251754375169",18-NOV-24 05.13.55.994188000 PM,18-NOV-24 06.42.24.536496000 PM,3683.03,"4G","wapservice",36.83
6575,"+251754375169",24-OCT-24 03.56.45.022300000 AM,24-OCT-24 05.33.49.025483000 AM,1753.6,"3G","mms",17.54
6576,"+251754375169",07-DEC-24 01.11.18.131795000 PM,07-DEC-24 02.05.46.086008000 PM,33.38,"4G","vpn",0.33
6577,"+251754375169",13-DEC-24 08.19.05.171617000 PM,13-DEC-24 09.05.35.814225000 PM,1388.79,"2G","wapservice",13.89
6578,"+251763254302",03-SEP-24 09.03.12.125819000 AM,03-SEP-24 09.18.17.995992000 AM,2614.47,"4G","vpn",26.14
6579,"+251763254302",18-AUG-24 10.55.34.160302000 AM,18-AUG-24 11.10.46.267455000 AM,4932.31,"4G","mms",49.32
6580,"+251763254302",27-SEP-24 01.32.42.273384000 AM,27-SEP-24 03.08.38.510845000 AM,1049.85,"4G","mms",10.5
6581,"+251763254302",01-JUL-24 01.15.40.112556000 PM,01-JUL-24 01.18.21.268182000 PM,2876.69,"4G","vpn",28.77
6582,"+251763254302",23-SEP-24 05.48.37.137202000 PM,23-SEP-24 07.33.33.122263000 PM,1382.61,"3G","vpn",13.83
6583,"+251763254302",17-AUG-24 01.01.08.410464000 PM,17-AUG-24 03.00.17.977852000 PM,345.36,"3G","vpn",3.45
6584,"+251763254302",08-JUL-24 02.01.01.734590000 AM,08-JUL-24 03.00.01.961176000 AM,4360.18,"4G","mms",43.6
6585,"+251763254302",03-JUL-24 03.01.13.998475000 AM,03-JUL-24 03.13.54.090031000 AM,2848.89,"4G","internet",28.49
6586,"+251772269743",12-JAN-25 06.50.51.838815000 AM,12-JAN-25 08.35.16.154197000 AM,3530.96,"4G","internet",35.31
6587,"+251772269743",13-JAN-25 10.30.00.011767000 PM,13-JAN-25 11.20.00.386686000 PM,513.75,"3G","wapservice",5.14
6588,"+251772269743",31-JAN-25 11.55.07.470646000 AM,31-JAN-25 01.35.12.947317000 PM,4124.66,"3G","internet",41.25
6589,"+251772269743",14-MAR-25 12.55.41.597274000 AM,14-MAR-25 01.19.55.807330000 AM,4980.41,"4G","vpn",49.8
