"CUSTOMER_ID","MSISDN","CUSTOMER_NAME","REGION","ZONE","CITY","REGISTRATION_DATE","CUSTOMER_TYPE","TARIFF_PLAN","ACCOUNT_STATUS"
402,"+251723274082","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",13-JAN-23,"Prepaid","Premium","Inactive"
403,"+251738586234","Dereje Haile","Oromia","East","Adama",01-AUG-22,"Prepaid","Business","Active"
404,"+251741441746","Eleni Solomon","Amhara","North","Bahir Dar",17-MAY-23,"Prepaid","Student","Active"
405,"+251759894021","Fasil Mengistu","Tigray","Central","Mekelle",27-JUL-24,"Prepaid","Basic","Active"
406,"+251762393020","Genet Abebe","SNNPR","Gurage","Wolkite",20-JAN-25,"Prepaid","Standard","Active"
407,"+251776771628","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",24-AUG-24,"Prepaid","Premium","Active"
408,"+251787878411","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",25-APR-25,"Prepaid","Business","Active"
409,"+251799709744","Jemal Hussein","Oromia","East","Adama",09-DEC-22,"Prepaid","Student","Active"
410,"+251708359167","Kalkidan Yohannes","Amhara","North","Bahir Dar",04-JAN-26,"Postpaid","Basic","Active"
411,"+25171728321.","Liya Getahun","Tigray","Central","Mekelle",13-OCT-25,"Hybrid","Standard","Active"
412,"+251728127521","Mulualem Assefa","SNNPR","Gurage","Wolkite",24-SEP-22,"Prepaid","Premium","Active"
413,"+251733890782","Nardos Daniel","Dire Dawa","City","Dire Dawa",10-SEP-23,"Prepaid","Business","Active"
414,"+251741987763","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",27-DEC-23,"Prepaid","Student","Active"
415,"+251751670867","Saba Mesfin","Oromia","East","Adama",06-NOV-22,"Prepaid","Basic","Active"
416,"+251769888142","Tedros Kebede","Amhara","North","Bahir Dar",22-JUL-25,"Prepaid","Standard","Active"
417,"+251774683753","Urge Teshome","Tigray","Central","Mekelle",22-APR-25,"Prepaid","Premium","Active"
418,"+251788281696","Wendimu Michael","SNNPR","Gurage","Wolkite",28-APR-24,"Prepaid","Business","Active"
419,"+251791373872","Yordanos Worku","Dire Dawa","City","Dire Dawa",22-FEB-24,"Prepaid","Student","Active"
420,"+251708273644","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",10-JUL-24,"Postpaid","Basic","Suspended"
421,"+251717131277","Biruk Tesfaye","Oromia","East","Adama",04-JAN-23,"Hybrid","Standard","Terminated"
422,"+251728234454","Chaltu Girma","Amhara","North","Bahir Dar",12-FEB-23,"Prepaid","Premium","Inactive"
423,"+251738649103","Dereje Haile","Tigray","Central","Mekelle",07-SEP-23,"Prepaid","Business","Active"
424,"+251745284593","Eleni Solomon","SNNPR","Gurage","Wolkite",10-MAR-24,"Prepaid","Student","Active"
425,"+251759507035","Fasil Mengistu","Dire Dawa","City","Dire Dawa",07-AUG-23,"Prepaid","Basic","Active"
426,"+251769360549","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",04-MAR-23,"Prepaid","Standard","Active"
427,"+251771748036","Habtamu Tadesse","Oromia","East","Adama",20-AUG-25,"Prepaid","Premium","Active"
428,"+251785210393","Imani Mohammed","Amhara","North","Bahir Dar",22-FEB-24,"Prepaid","Business","Active"
429,"+251798535191","Jemal Hussein","Tigray","Central","Mekelle",24-MAY-24,"Prepaid","Student","Active"
430,"+251705383630","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",02-SEP-22,"Postpaid","Basic","Active"
431,"+25171771220.","Liya Getahun","Dire Dawa","City","Dire Dawa",15-JAN-23,"Hybrid","Standard","Active"
432,"+25172924677.","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",28-FEB-24,"Prepaid","Premium","Active"
433,"+251733665530","Nardos Daniel","Oromia","East","Adama",25-OCT-22,"Prepaid","Business","Active"
434,"+251742222202","Omor Ahmed","Amhara","North","Bahir Dar",23-MAY-25,"Prepaid","Student","Active"
435,"+25175514734.","Saba Mesfin","Tigray","Central","Mekelle",14-SEP-24,"Prepaid","Basic","Active"
436,"+251763557572","Tedros Kebede","SNNPR","Gurage","Wolkite",09-DEC-24,"Prepaid","Standard","Active"
437,"+251772275658","Urge Teshome","Dire Dawa","City","Dire Dawa",08-NOV-24,"Prepaid","Premium","Active"
438,"+251781494357","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",25-OCT-25,"Prepaid","Business","Active"
439,"+251792476008","Yordanos Worku","Oromia","East","Adama",04-OCT-23,"Prepaid","Student","Active"
440,"+251705093364","Alemayehu Bekele","Amhara","North","Bahir Dar",03-OCT-23,"Postpaid","Basic","Suspended"
441,"+251716167028","Biruk Tesfaye","Tigray","Central","Mekelle",17-JAN-23,"Hybrid","Standard","Terminated"
442,"+251725783706","Chaltu Girma","SNNPR","Gurage","Wolkite",05-OCT-23,"Prepaid","Premium","Inactive"
443,"+251739624890","Dereje Haile","Dire Dawa","City","Dire Dawa",04-MAY-24,"Prepaid","Business","Active"
444,"+251743153414","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",10-SEP-23,"Prepaid","Student","Active"
445,"+251753165305","Fasil Mengistu","Oromia","East","Adama",05-NOV-23,"Prepaid","Basic","Active"
446,"+251765311536","Genet Abebe","Amhara","North","Bahir Dar",28-APR-23,"Prepaid","Standard","Active"
447,"+251775858458","Habtamu Tadesse","Tigray","Central","Mekelle",02-OCT-25,"Prepaid","Premium","Active"
448,"+25178208968.","Imani Mohammed","SNNPR","Gurage","Wolkite",09-NOV-22,"Prepaid","Business","Active"
449,"+251791914084","Jemal Hussein","Dire Dawa","City","Dire Dawa",27-SEP-22,"Prepaid","Student","Active"
450,"+251709697481","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",28-SEP-25,"Postpaid","Basic","Active"
451,"+251719347770","Liya Getahun","Oromia","East","Adama",19-AUG-25,"Hybrid","Standard","Active"
452,"+251721503947","Mulualem Assefa","Amhara","North","Bahir Dar",13-MAR-23,"Prepaid","Premium","Active"
453,"+251739544725","Nardos Daniel","Tigray","Central","Mekelle",16-NOV-22,"Prepaid","Business","Active"
454,"+251741087595","Omor Ahmed","SNNPR","Gurage","Wolkite",15-JAN-24,"Prepaid","Student","Active"
455,"+251752266191","Saba Mesfin","Dire Dawa","City","Dire Dawa",08-SEP-22,"Prepaid","Basic","Active"
456,"+251767926938","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",15-MAR-24,"Prepaid","Standard","Active"
457,"+251776610158","Urge Teshome","Oromia","East","Adama",26-DEC-22,"Prepaid","Premium","Active"
458,"+251783676003","Wendimu Michael","Amhara","North","Bahir Dar",19-SEP-22,"Prepaid","Business","Active"
459,"+251796428424","Yordanos Worku","Tigray","Central","Mekelle",27-DEC-23,"Prepaid","Student","Active"
460,"+251707796719","Alemayehu Bekele","SNNPR","Gurage","Wolkite",08-DEC-24,"Postpaid","Basic","Suspended"
461,"+251714340043","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",07-MAR-25,"Hybrid","Standard","Terminated"
462,"+25172290592.","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",12-OCT-24,"Prepaid","Premium","Inactive"
463,"+251735350377","Dereje Haile","Oromia","East","Adama",18-NOV-23,"Prepaid","Business","Active"
464,"+251747637828","Eleni Solomon","Amhara","North","Bahir Dar",10-JAN-24,"Prepaid","Student","Active"
465,"+251757050278","Fasil Mengistu","Tigray","Central","Mekelle",29-DEC-22,"Prepaid","Basic","Active"
466,"+251768541260","Genet Abebe","SNNPR","Gurage","Wolkite",18-MAR-23,"Prepaid","Standard","Active"
467,"+251772254279","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",09-NOV-24,"Prepaid","Premium","Active"
468,"+251785180511","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",20-JUL-24,"Prepaid","Business","Active"
313,"+251733696656","Nardos Daniel","Oromia","East","Adama",17-AUG-23,"Prepaid","Business","Active"
314,"+251748553174","Omor Ahmed","Amhara","North","Bahir Dar",07-OCT-23,"Prepaid","Student","Active"
315,"+251755507484","Saba Mesfin","Tigray","Central","Mekelle",26-AUG-22,"Prepaid","Basic","Active"
316,"+251768097835","Tedros Kebede","SNNPR","Gurage","Wolkite",03-JAN-26,"Prepaid","Standard","Active"
317,"+25177568915.","Urge Teshome","Dire Dawa","City","Dire Dawa",22-DEC-24,"Prepaid","Premium","Active"
318,"+2517882087.4","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",13-FEB-24,"Prepaid","Business","Active"
319,"+251794420314","Yordanos Worku","Oromia","East","Adama",18-JUN-23,"Prepaid","Student","Active"
320,"+251702482667","Alemayehu Bekele","Amhara","North","Bahir Dar",18-AUG-24,"Postpaid","Basic","Suspended"
321,"+251714139077","Biruk Tesfaye","Tigray","Central","Mekelle",12-MAY-24,"Hybrid","Standard","Terminated"
322,"+251724858191","Chaltu Girma","SNNPR","Gurage","Wolkite",10-OCT-22,"Prepaid","Premium","Inactive"
323,"+251735673978","Dereje Haile","Dire Dawa","City","Dire Dawa",20-AUG-24,"Prepaid","Business","Active"
324,"+251745214127","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",03-JUN-23,"Prepaid","Student","Active"
325,"+251759920871","Fasil Mengistu","Oromia","East","Adama",17-AUG-22,"Prepaid","Basic","Active"
326,"+251769634259","Genet Abebe","Amhara","North","Bahir Dar",01-MAY-24,"Prepaid","Standard","Active"
327,"+251772008308","Habtamu Tadesse","Tigray","Central","Mekelle",22-AUG-22,"Prepaid","Premium","Active"
328,"+25178378487.","Imani Mohammed","SNNPR","Gurage","Wolkite",13-MAR-24,"Prepaid","Business","Active"
329,"+251797385002","Jemal Hussein","Dire Dawa","City","Dire Dawa",20-FEB-25,"Prepaid","Student","Active"
330,"+25170355996.","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",21-FEB-23,"Postpaid","Basic","Active"
331,"+25171950432.","Liya Getahun","Oromia","East","Adama",22-DEC-25,"Hybrid","Standard","Active"
332,"+251725560528","Mulualem Assefa","Amhara","North","Bahir Dar",12-JUL-23,"Prepaid","Premium","Active"
333,"+251735730062","Nardos Daniel","Tigray","Central","Mekelle",07-JUN-24,"Prepaid","Business","Active"
334,"+251746688585","Omor Ahmed","SNNPR","Gurage","Wolkite",05-FEB-25,"Prepaid","Student","Active"
335,"+251751533829","Saba Mesfin","Dire Dawa","City","Dire Dawa",29-OCT-22,"Prepaid","Basic","Active"
336,"+251768400349","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",12-FEB-23,"Prepaid","Standard","Active"
337,"+251776225200","Urge Teshome","Oromia","East","Adama",15-AUG-22,"Prepaid","Premium","Active"
338,"+251787347312","Wendimu Michael","Amhara","North","Bahir Dar",17-AUG-23,"Prepaid","Business","Active"
339,"+251796756704","Yordanos Worku","Tigray","Central","Mekelle",28-NOV-24,"Prepaid","Student","Active"
340,"+251705401345","Alemayehu Bekele","SNNPR","Gurage","Wolkite",30-OCT-23,"Postpaid","Basic","Suspended"
341,"+251713165835","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",28-MAY-25,"Hybrid","Standard","Terminated"
342,"+251728508619","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",04-MAR-25,"Prepaid","Premium","Inactive"
343,"+25173374100.","Dereje Haile","Oromia","East","Adama",04-JUL-25,"Prepaid","Business","Active"
344,"+251744614688","Eleni Solomon","Amhara","North","Bahir Dar",29-APR-25,"Prepaid","Student","Active"
345,"+251754356947","Fasil Mengistu","Tigray","Central","Mekelle",25-SEP-22,"Prepaid","Basic","Active"
346,"+251766079068","Genet Abebe","SNNPR","Gurage","Wolkite",07-JUN-24,"Prepaid","Standard","Active"
347,"+251772391057","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",10-MAY-25,"Prepaid","Premium","Active"
348,"+251788684740","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",26-DEC-25,"Prepaid","Business","Active"
349,"+25179528067.","Jemal Hussein","Oromia","East","Adama",11-FEB-23,"Prepaid","Student","Active"
350,"+251707860324","Kalkidan Yohannes","Amhara","North","Bahir Dar",25-JAN-25,"Postpaid","Basic","Active"
351,"+251716668226","Liya Getahun","Tigray","Central","Mekelle",30-OCT-23,"Hybrid","Standard","Active"
352,"+251723980846","Mulualem Assefa","SNNPR","Gurage","Wolkite",13-SEP-24,"Prepaid","Premium","Active"
353,"+25173246319.","Nardos Daniel","Dire Dawa","City","Dire Dawa",27-DEC-24,"Prepaid","Business","Active"
354,"+251748104023","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",09-AUG-25,"Prepaid","Student","Active"
355,"+251756925357","Saba Mesfin","Oromia","East","Adama",29-JUL-24,"Prepaid","Basic","Active"
356,"+251768301781","Tedros Kebede","Amhara","North","Bahir Dar",09-OCT-22,"Prepaid","Standard","Active"
357,"+251775600301","Urge Teshome","Tigray","Central","Mekelle",21-AUG-25,"Prepaid","Premium","Active"
358,"+251789139233","Wendimu Michael","SNNPR","Gurage","Wolkite",14-JAN-23,"Prepaid","Business","Active"
359,"+251798313436","Yordanos Worku","Dire Dawa","City","Dire Dawa",23-AUG-22,"Prepaid","Student","Active"
360,"+25170698371.","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",11-AUG-22,"Postpaid","Basic","Suspended"
361,"+251715805491","Biruk Tesfaye","Oromia","East","Adama",15-JUL-23,"Hybrid","Standard","Terminated"
362,"+251722669210","Chaltu Girma","Amhara","North","Bahir Dar",08-DEC-23,"Prepaid","Premium","Inactive"
363,"+251738753191","Dereje Haile","Tigray","Central","Mekelle",09-JAN-25,"Prepaid","Business","Active"
364,"+251741417318","Eleni Solomon","SNNPR","Gurage","Wolkite",28-NOV-24,"Prepaid","Student","Active"
365,"+251751658832","Fasil Mengistu","Dire Dawa","City","Dire Dawa",18-MAY-24,"Prepaid","Basic","Active"
366,"+25176236515.","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",06-OCT-23,"Prepaid","Standard","Active"
367,"+25177367122.","Habtamu Tadesse","Oromia","East","Adama",26-OCT-25,"Prepaid","Premium","Active"
368,"+251789763599","Imani Mohammed","Amhara","North","Bahir Dar",04-OCT-23,"Prepaid","Business","Active"
369,"+251795169006","Jemal Hussein","Tigray","Central","Mekelle",11-NOV-24,"Prepaid","Student","Active"
370,"+251706280803","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",05-FEB-25,"Postpaid","Basic","Active"
371,"+251714256153","Liya Getahun","Dire Dawa","City","Dire Dawa",03-AUG-23,"Hybrid","Standard","Active"
372,"+251728504753","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",06-JAN-26,"Prepaid","Premium","Active"
373,"+251739302696","Nardos Daniel","Oromia","East","Adama",19-MAY-24,"Prepaid","Business","Active"
374,"+251746695277","Omor Ahmed","Amhara","North","Bahir Dar",28-OCT-22,"Prepaid","Student","Active"
375,"+251758218410","Saba Mesfin","Tigray","Central","Mekelle",26-OCT-25,"Prepaid","Basic","Active"
376,"+251769956148","Tedros Kebede","SNNPR","Gurage","Wolkite",07-OCT-24,"Prepaid","Standard","Active"
377,"+251774314429","Urge Teshome","Dire Dawa","City","Dire Dawa",06-OCT-22,"Prepaid","Premium","Active"
378,"+251781132692","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",14-JUN-24,"Prepaid","Business","Active"
379,"+25179699567.","Yordanos Worku","Oromia","East","Adama",11-JUN-24,"Prepaid","Student","Active"
380,"+251702899339","Alemayehu Bekele","Amhara","North","Bahir Dar",29-MAR-23,"Postpaid","Basic","Suspended"
381,"+251712189209","Biruk Tesfaye","Tigray","Central","Mekelle",16-JUN-25,"Hybrid","Standard","Terminated"
382,"+251722189942","Chaltu Girma","SNNPR","Gurage","Wolkite",04-FEB-25,"Prepaid","Premium","Inactive"
383,"+251735162022","Dereje Haile","Dire Dawa","City","Dire Dawa",13-MAY-25,"Prepaid","Business","Active"
384,"+251743962990","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",05-NOV-22,"Prepaid","Student","Active"
385,"+251755477258","Fasil Mengistu","Oromia","East","Adama",13-JUN-24,"Prepaid","Basic","Active"
386,"+251768623988","Genet Abebe","Amhara","North","Bahir Dar",20-JUN-23,"Prepaid","Standard","Active"
387,"+251773091685","Habtamu Tadesse","Tigray","Central","Mekelle",03-OCT-25,"Prepaid","Premium","Active"
388,"+2517844258.8","Imani Mohammed","SNNPR","Gurage","Wolkite",05-MAY-24,"Prepaid","Business","Active"
389,"+251797985954","Jemal Hussein","Dire Dawa","City","Dire Dawa",23-OCT-25,"Prepaid","Student","Active"
390,"+251704629378","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",26-DEC-24,"Postpaid","Basic","Active"
235,"+251753731036","Saba Mesfin","Oromia","East","Adama",27-OCT-25,"Prepaid","Basic","Active"
236,"+25176858445.","Tedros Kebede","Amhara","North","Bahir Dar",02-JAN-25,"Prepaid","Standard","Active"
237,"+251779935484","Urge Teshome","Tigray","Central","Mekelle",29-SEP-24,"Prepaid","Premium","Active"
238,"+251781857861","Wendimu Michael","SNNPR","Gurage","Wolkite",23-AUG-25,"Prepaid","Business","Active"
239,"+251797572902","Yordanos Worku","Dire Dawa","City","Dire Dawa",19-JAN-23,"Prepaid","Student","Active"
240,"+251703759370","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",17-AUG-22,"Postpaid","Basic","Suspended"
241,"+251715146704","Biruk Tesfaye","Oromia","East","Adama",04-SEP-23,"Hybrid","Standard","Terminated"
242,"+251725563058","Chaltu Girma","Amhara","North","Bahir Dar",15-JAN-24,"Prepaid","Premium","Inactive"
243,"+251738355082","Dereje Haile","Tigray","Central","Mekelle",29-AUG-23,"Prepaid","Business","Active"
244,"+251744928175","Eleni Solomon","SNNPR","Gurage","Wolkite",28-JAN-23,"Prepaid","Student","Active"
245,"+251755124028","Fasil Mengistu","Dire Dawa","City","Dire Dawa",17-FEB-24,"Prepaid","Basic","Active"
246,"+251768974063","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",08-SEP-22,"Prepaid","Standard","Active"
247,"+251771198027","Habtamu Tadesse","Oromia","East","Adama",19-JUN-23,"Prepaid","Premium","Active"
248,"+251785662917","Imani Mohammed","Amhara","North","Bahir Dar",26-FEB-25,"Prepaid","Business","Active"
249,"+251799827924","Jemal Hussein","Tigray","Central","Mekelle",04-DEC-23,"Prepaid","Student","Active"
250,"+251705946830","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",28-JUL-24,"Postpaid","Basic","Active"
251,"+25171176505.","Liya Getahun","Dire Dawa","City","Dire Dawa",14-FEB-25,"Hybrid","Standard","Active"
252,"+251724717461","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",24-JUN-25,"Prepaid","Premium","Active"
253,"+251731209440","Nardos Daniel","Oromia","East","Adama",21-NOV-22,"Prepaid","Business","Active"
254,"+251747404503","Omor Ahmed","Amhara","North","Bahir Dar",08-OCT-23,"Prepaid","Student","Active"
255,"+251753896686","Saba Mesfin","Tigray","Central","Mekelle",18-OCT-22,"Prepaid","Basic","Active"
256,"+251762131772","Tedros Kebede","SNNPR","Gurage","Wolkite",23-NOV-24,"Prepaid","Standard","Active"
257,"+251774725710","Urge Teshome","Dire Dawa","City","Dire Dawa",19-APR-24,"Prepaid","Premium","Active"
258,"+251787173207","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",13-AUG-24,"Prepaid","Business","Active"
259,"+251791957300","Yordanos Worku","Oromia","East","Adama",26-JUL-25,"Prepaid","Student","Active"
260,"+251706155390","Alemayehu Bekele","Amhara","North","Bahir Dar",05-MAR-23,"Postpaid","Basic","Suspended"
261,"+251711223330","Biruk Tesfaye","Tigray","Central","Mekelle",19-JUL-23,"Hybrid","Standard","Terminated"
262,"+2517213226.1","Chaltu Girma","SNNPR","Gurage","Wolkite",13-APR-24,"Prepaid","Premium","Inactive"
263,"+251731949423","Dereje Haile","Dire Dawa","City","Dire Dawa",30-OCT-24,"Prepaid","Business","Active"
264,"+251744489419","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",13-DEC-25,"Prepaid","Student","Active"
265,"+25175165317.","Fasil Mengistu","Oromia","East","Adama",10-APR-25,"Prepaid","Basic","Active"
266,"+251764651502","Genet Abebe","Amhara","North","Bahir Dar",03-APR-25,"Prepaid","Standard","Active"
267,"+251778731944","Habtamu Tadesse","Tigray","Central","Mekelle",04-JUL-25,"Prepaid","Premium","Active"
268,"+251788528866","Imani Mohammed","SNNPR","Gurage","Wolkite",09-OCT-24,"Prepaid","Business","Active"
269,"+251794058745","Jemal Hussein","Dire Dawa","City","Dire Dawa",09-AUG-23,"Prepaid","Student","Active"
270,"+251707667120","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",11-MAY-23,"Postpaid","Basic","Active"
271,"+251713747068","Liya Getahun","Oromia","East","Adama",06-JAN-25,"Hybrid","Standard","Active"
272,"+251728142260","Mulualem Assefa","Amhara","North","Bahir Dar",24-DEC-25,"Prepaid","Premium","Active"
273,"+251739464697","Nardos Daniel","Tigray","Central","Mekelle",13-SEP-24,"Prepaid","Business","Active"
274,"+251746202259","Omor Ahmed","SNNPR","Gurage","Wolkite",02-SEP-23,"Prepaid","Student","Active"
275,"+251751209973","Saba Mesfin","Dire Dawa","City","Dire Dawa",18-MAR-23,"Prepaid","Basic","Active"
276,"+251769181850","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",11-DEC-22,"Prepaid","Standard","Active"
277,"+251776687257","Urge Teshome","Oromia","East","Adama",20-AUG-24,"Prepaid","Premium","Active"
278,"+25178701595.","Wendimu Michael","Amhara","North","Bahir Dar",25-APR-23,"Prepaid","Business","Active"
279,"+251793893289","Yordanos Worku","Tigray","Central","Mekelle",04-OCT-25,"Prepaid","Student","Active"
280,"+251708165225","Alemayehu Bekele","SNNPR","Gurage","Wolkite",21-JAN-23,"Postpaid","Basic","Suspended"
281,"+251718695317","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",17-APR-23,"Hybrid","Standard","Terminated"
282,"+251721189209","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",28-JUN-23,"Prepaid","Premium","Inactive"
283,"+251739101740","Dereje Haile","Oromia","East","Adama",23-OCT-22,"Prepaid","Business","Active"
284,"+251743067574","Eleni Solomon","Amhara","North","Bahir Dar",11-AUG-25,"Prepaid","Student","Active"
285,"+251757945111","Fasil Mengistu","Tigray","Central","Mekelle",01-APR-24,"Prepaid","Basic","Active"
286,"+251768151172","Genet Abebe","SNNPR","Gurage","Wolkite",19-JUL-24,"Prepaid","Standard","Active"
287,"+251775712719","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",24-JAN-24,"Prepaid","Premium","Active"
288,"+251781567194","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",26-OCT-22,"Prepaid","Business","Active"
289,"+251798942836","Jemal Hussein","Oromia","East","Adama",22-SEP-24,"Prepaid","Student","Active"
290,"+251708084387","Kalkidan Yohannes","Amhara","North","Bahir Dar",03-SEP-23,"Postpaid","Basic","Active"
291,"+251718339669","Liya Getahun","Tigray","Central","Mekelle",06-NOV-23,"Hybrid","Standard","Active"
292,"+25172814662.","Mulualem Assefa","SNNPR","Gurage","Wolkite",11-DEC-24,"Prepaid","Premium","Active"
293,"+251733764746","Nardos Daniel","Dire Dawa","City","Dire Dawa",05-JUN-24,"Prepaid","Business","Active"
294,"+251749875334","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",27-JUN-23,"Prepaid","Student","Active"
295,"+251757683711","Saba Mesfin","Oromia","East","Adama",21-NOV-24,"Prepaid","Basic","Active"
296,"+251767730900","Tedros Kebede","Amhara","North","Bahir Dar",14-JUL-23,"Prepaid","Standard","Active"
297,"+251775023567","Urge Teshome","Tigray","Central","Mekelle",20-AUG-25,"Prepaid","Premium","Active"
298,"+251784880399","Wendimu Michael","SNNPR","Gurage","Wolkite",25-JUL-23,"Prepaid","Business","Active"
299,"+251797720585","Yordanos Worku","Dire Dawa","City","Dire Dawa",31-DEC-22,"Prepaid","Student","Active"
300,"+251708634193","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",19-FEB-25,"Postpaid","Basic","Suspended"
301,"+25171987598.","Biruk Tesfaye","Oromia","East","Adama",31-JAN-24,"Hybrid","Standard","Terminated"
302,"+251728859692","Chaltu Girma","Amhara","North","Bahir Dar",20-DEC-24,"Prepaid","Premium","Inactive"
303,"+251736115958","Dereje Haile","Tigray","Central","Mekelle",03-NOV-22,"Prepaid","Business","Active"
304,"+251741739280","Eleni Solomon","SNNPR","Gurage","Wolkite",10-JUL-24,"Prepaid","Student","Active"
305,"+251752175540","Fasil Mengistu","Dire Dawa","City","Dire Dawa",12-AUG-25,"Prepaid","Basic","Active"
306,"+251765285323","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",09-MAY-23,"Prepaid","Standard","Active"
307,"+251772878150","Habtamu Tadesse","Oromia","East","Adama",05-SEP-25,"Prepaid","Premium","Active"
308,"+251788227329","Imani Mohammed","Amhara","North","Bahir Dar",06-JUN-23,"Prepaid","Business","Active"
309,"+251797409101","Jemal Hussein","Tigray","Central","Mekelle",13-DEC-22,"Prepaid","Student","Active"
310,"+251705253864","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",02-DEC-24,"Postpaid","Basic","Active"
311,"+251717354730","Liya Getahun","Dire Dawa","City","Dire Dawa",09-NOV-22,"Hybrid","Standard","Active"
312,"+251721538519","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",10-AUG-23,"Prepaid","Premium","Active"
12,"+251727313337","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",21-OCT-22,"Prepaid","Premium","Active"
13,"+251735571952","Nardos Daniel","Oromia","East","Adama",13-AUG-24,"Prepaid","Business","Active"
14,"+251745860336","Omor Ahmed","Amhara","North","Bahir Dar",17-JUL-25,"Prepaid","Student","Active"
15,"+251753976514","Saba Mesfin","Tigray","Central","Mekelle",21-JUL-25,"Prepaid","Basic","Active"
16,"+251765679278","Tedros Kebede","SNNPR","Gurage","Wolkite",30-JAN-24,"Prepaid","Standard","Active"
17,"+251779841234","Urge Teshome","Dire Dawa","City","Dire Dawa",10-JUN-23,"Prepaid","Premium","Active"
18,"+251785889521","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",12-MAR-24,"Prepaid","Business","Active"
19,"+251791523736","Yordanos Worku","Oromia","East","Adama",25-MAY-23,"Prepaid","Student","Active"
20,"+251703105861","Alemayehu Bekele","Amhara","North","Bahir Dar",04-NOV-24,"Postpaid","Basic","Suspended"
21,"+251716374571","Biruk Tesfaye","Tigray","Central","Mekelle",17-JUL-23,"Hybrid","Standard","Terminated"
22,"+25172704709.","Chaltu Girma","SNNPR","Gurage","Wolkite",03-JUL-25,"Prepaid","Premium","Inactive"
23,"+251733978816","Dereje Haile","Dire Dawa","City","Dire Dawa",15-SEP-22,"Prepaid","Business","Active"
24,"+251746317495","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",15-OCT-25,"Prepaid","Student","Active"
25,"+251758769.25","Fasil Mengistu","Oromia","East","Adama",16-DEC-25,"Prepaid","Basic","Active"
26,"+251764958772","Genet Abebe","Amhara","North","Bahir Dar",06-DEC-24,"Prepaid","Standard","Active"
27,"+251775809918","Habtamu Tadesse","Tigray","Central","Mekelle",17-MAR-24,"Prepaid","Premium","Active"
28,"+251783570879","Imani Mohammed","SNNPR","Gurage","Wolkite",20-OCT-23,"Prepaid","Business","Active"
29,"+25179904222.","Jemal Hussein","Dire Dawa","City","Dire Dawa",17-FEB-23,"Prepaid","Student","Active"
